Mouse_ID,HI,HI_Level,Year,Date,Plate,Tested_by,Machine,Measurements,Ct_mean_ABI,Ct_1_Ep,Ct_1_Ep_Real_Pred,Ct_1_Ep_Real_Check,Ct_2_Ep,Ct_2_Ep_Real_Pred,Ct_2_Ep_Real_Check,Ct_mean_Ep,Ct_Ep_Consistent,Ct_1_ABI,Ct_2_ABI,Ct_3_ABI,Ct_mean_1_ABI,Ct_4_ABI,Ct_5_ABI,Ct_6_ABI,Ct_mean_2_ABI,Ct_7_ABI,Ct_8_ABI,Ct_9_ABI,Ct_mean_3_ABI,Ct_mean,Consistent,StDev,Transect,Latitude,Longitude,Sex,Oocyst_Predict,Oocyst_Level
AA_0165,0.4,HI < 0.5,2016,2016,0,YVT,Eppendorf,1,NA,4.79,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.4,HZ_SX,51.8536,13.8469,F,0,OP = 0
AA_0166,0.53,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,35.4,TRUE,FALSE,36.08,TRUE,FALSE,35.74,35.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74,NA,0.28,HZ_SX,51.8536,13.8469,M,132,OP < 10^3
AA_0167,0.52,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,30.69,TRUE,TRUE,29.92,TRUE,TRUE,30.31,30.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.31,NA,0.31,HZ_SX,51.8536,13.8469,F,5228,OP < 10^4
AA_0168,0.52,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,6.76,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.38,HZ_SX,51.8536,13.8469,F,0,OP = 0
AA_0169,0.23,HI < 0.25,2016,2016,0,YVT,Eppendorf,1,NA,29.54,TRUE,TRUE,29.66,TRUE,TRUE,29.6,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,0.05,HZ_SX,51.8536,13.8469,M,8455,OP < 10^4
AA_0170,0.72,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_SX,51.8536,13.8469,F,0,OP = 0
AA_0171,0.7,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,31.31,TRUE,FALSE,29.36,TRUE,FALSE,30.33,30.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.33,NA,0.8,HZ_SX,51.8536,13.8469,M,5157,OP < 10^4
AA_0172,0.56,HI < 0.75,2016,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,35.22413764,8.12,FALSE,FALSE,39.36,TRUE,FALSE,23.74,39.36,35.54565305,34.90262224,0,35.22413764,NA,NA,NA,NA,NA,NA,NA,NA,29.48206882,TRUE,15.96,HZ_SX,51.8536,13.8469,F,188,OP < 10^3
AA_0173,0.9,HI < 1,2016,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,38.17545677,7.61,FALSE,FALSE,36.76,TRUE,TRUE,22.185,36.76,38.17545677,0,0,38.17545677,NA,NA,NA,NA,NA,NA,NA,NA,37.46772839,TRUE,17.56,HZ_BR,53.02,14.0358,M,25,OP < 10^2
AA_0174,0.6,HI < 0.75,2016,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,34.87195151,7.17,FALSE,FALSE,12.41,FALSE,FALSE,9.79,9.79,33.23655452,35.69393396,35.68536605,34.87195151,NA,NA,NA,NA,NA,NA,NA,NA,34.87195151,FALSE,13.35,HZ_SX,51.8536,13.8469,F,238,OP < 10^3
AA_0175,0.3,HI < 0.5,2016,2016,0,YVT,Eppendorf,1,NA,6.53,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.27,HZ_SX,51.8536,13.8469,F,0,OP = 0
AA_0176,0.6,HI < 0.75,2016,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,0,7.39,FALSE,FALSE,6.62,FALSE,FALSE,7.005,7.005,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,3.73,HZ_SX,51.8536,13.8469,F,0,OP = 0
AA_0177,0.71,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,6.76,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.38,HZ_BR,53.1267,13.8433,M,0,OP = 0
AA_0178,0.84,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,7.39,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.7,HZ_BR,53.1314,13.7542,F,0,OP = 0
AA_0179,0.9,HI < 1,2016,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,0,10.5,FALSE,FALSE,39.9,TRUE,TRUE,25.2,25.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,16.96,HZ_BR,53.1314,13.7542,M,0,OP = 0
AA_0180,0.8,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,7.71,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.86,HZ_BR,53.1514,13.2144,F,0,OP = 0
AA_0181,0.65,HI < 0.75,2016,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,0,4.96,FALSE,FALSE,10.08,FALSE,FALSE,7.52,7.52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,4.47,HZ_BR,53.1514,13.2144,M,0,OP = 0
AA_0182,0.04,HI < 0.25,2016,2016,0,YVT,Eppendorf,1,NA,7.37,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.69,HZ_BR,53.0503,13.1725,F,0,OP = 0
AA_0183,0.75,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,39.78,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.89,HZ_BR,53.1514,13.2144,M,0,OP = 0
AA_0184,0.84,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,6.93,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.47,HZ_BR,53.1514,13.2144,F,0,OP = 0
AA_0185,0.85,HI < 1,2016,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,0,15.97,FALSE,FALSE,6.29,FALSE,FALSE,11.13,11.13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,6.34,HZ_BR,53.0203,14.0356,M,0,OP = 0
AA_0186,0.75,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.0203,14.0356,F,0,OP = 0
AA_0187,0.85,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.0203,14.0356,M,0,OP = 0
AA_0188,0.72,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.0203,14.0356,F,0,OP = 0
AA_0189,0.8,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.0203,14.0356,M,0,OP = 0
AA_0190,0.56,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,9.92,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.96,HZ_SX,51.8536,13.8469,F,0,OP = 0
AA_0191,0.85,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,5.19,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.6,HZ_BR,53.02,14.0358,M,0,OP = 0
AA_0192,0.88,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,7.73,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.87,HZ_BR,52.7347,14.1267,F,0,OP = 0
AA_0193,0.88,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,6.81,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.41,HZ_BR,52.7347,14.1267,F,0,OP = 0
AA_0194,0.95,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,6.7,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.35,HZ_BR,52.7347,14.1267,M,0,OP = 0
AA_0195,0.88,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.7347,14.1267,F,0,OP = 0
AA_0196,0.9,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.2397,13.1633,M,0,OP = 0
AA_0197,0.88,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.7347,14.1267,F,0,OP = 0
AA_0198,0.79,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.0947,13.4497,M,0,OP = 0
AA_0199,0.84,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.2397,13.1633,F,0,OP = 0
AA_0200,0.85,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,9.76,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.88,HZ_BR,53.2397,13.1633,M,0,OP = 0
AA_0201,0.96,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,6.45,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.23,HZ_BR,53.2397,13.1633,F,0,OP = 0
AA_0202,0.95,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,38.91,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.46,HZ_BR,53.2397,13.1633,M,0,OP = 0
AA_0203,0.72,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,36.98,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.49,HZ_BR,53.0481,13.4464,F,0,OP = 0
AA_0205,0.64,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,33.75,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16.88,HZ_BR,53.0481,13.4464,F,0,OP = 0
AA_0206,0.85,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,53.2397,13.1633,M,0,OP = 0
AA_0207,0.64,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,31.82,TRUE,TRUE,30.67,TRUE,TRUE,31.24,31.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.24,NA,0.47,HZ_BR,52.4019,14.0672,F,2785,OP < 10^4
AA_0208,0.76,HI < 1,2016,2016,0,YVT,Eppendorf,1,NA,38.05,TRUE,FALSE,38.74,TRUE,FALSE,38.4,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,NA,0.28,HZ_BR,53.0481,13.4464,F,22,OP < 10^2
AA_0209,0.74,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,29.24,TRUE,TRUE,27.7,TRUE,TRUE,28.47,28.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.47,NA,0.63,HZ_BR,52.4019,14.0672,F,18174,OP < 10^5
AA_0210,0.71,HI < 0.75,2016,2016,0,YVT,Eppendorf,1,NA,8.41,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.21,HZ_BR,52.6506,14.3217,F,0,OP = 0
AA_0211,0.82,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,37.27,TRUE,FALSE,37.62,TRUE,FALSE,37.44,37.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.44,NA,0.14,HZ_BR,52.7347,14.1267,F,42,OP < 10^2
AA_0237,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.7339,13.6664,F,0,OP = 0
AA_0238,0.12,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,37.69,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.85,HZ_BR,52.5861,13.7897,F,0,OP = 0
AA_0239,0.2,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,37.24,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.62,HZ_BR,52.5861,13.7897,M,0,OP = 0
AA_0240,0.24,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.5844,13.7881,F,0,OP = 0
AA_0241,0.84,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,37.76,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.88,HZ_BR,52.6242,14.0103,F,0,OP = 0
AA_0243,0.85,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.8875,13.8119,M,0,OP = 0
AA_0244,0.08,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,38.3,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.15,HZ_BR,52.2458,13.5994,F,0,OP = 0
AA_0246,0.16,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,8.69,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4.35,HZ_BR,52.2225,13.6025,F,0,OP = 0
AA_0247,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,5.99,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,HZ_BR,52.2225,13.6025,M,0,OP = 0
AA_0248,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,30.46,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.23,HZ_BR,52.2225,13.6025,F,0,OP = 0
AA_0249,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,36.74,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.37,HZ_BR,52.2225,13.6025,M,0,OP = 0
AA_0250,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,30.28,TRUE,TRUE,31.31,TRUE,TRUE,30.79,30.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.79,NA,0.42,HZ_BR,52.2225,13.6025,M,3777,OP < 10^4
AA_0251,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,37.53,TRUE,TRUE,36.45,TRUE,TRUE,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.99,NA,0.44,HZ_BR,52.2225,13.6025,F,57,OP < 10^2
AA_0252,0.05,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.2225,13.6025,M,0,OP = 0
AA_0255,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.2458,13.5994,M,0,OP = 0
AA_0256,0.16,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,30.48,TRUE,TRUE,30.08,TRUE,TRUE,30.28,30.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28,NA,0.16,HZ_BR,52.2225,13.6025,F,5335,OP < 10^4
AA_0257,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,36.03,TRUE,FALSE,38.29,TRUE,FALSE,37.16,37.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.16,NA,0.92,HZ_BR,52.2225,13.6025,M,51,OP < 10^2
AA_0258,0.16,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,34.47,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.24,HZ_BR,52.2742,13.5953,F,0,OP = 0
AA_0259,0.08,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,37.08,TRUE,TRUE,36.1,TRUE,TRUE,36.59,36.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.59,NA,0.4,HZ_BR,52.2225,13.6025,F,74,OP < 10^2
AA_0260,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.2225,13.6025,F,0,OP = 0
AA_0261,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.2458,13.5994,M,0,OP = 0
AA_0263,0,HI == 0,2017,2017,0,YVT,Eppendorf,1,NA,35.8,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.9,HZ_BR,52.2458,13.5994,F,0,OP = 0
AA_0264,0.22,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.3989,13.7581,M,0,OP = 0
AA_0265,0.1,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.385,13.7608,M,0,OP = 0
AA_0266,0.96,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,32.85,TRUE,TRUE,32.77,TRUE,TRUE,32.81,32.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.81,NA,0.03,HZ_BR,52.6792,14.0503,F,962,OP < 10^3
AA_0268,0.15,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.2422,13.7072,M,0,OP = 0
AA_0269,0.71,HI < 0.75,2017,2017,0,YVT,Eppendorf,1,NA,31.84,TRUE,TRUE,32.23,TRUE,TRUE,32.03,32.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.03,NA,0.16,HZ_BR,52.6053,13.8756,M,1631,OP < 10^4
AA_0270,0.5,HI < 0.75,2017,2017,0,YVT,Eppendorf,1,NA,39.24,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.62,HZ_BR,52.6053,13.8756,F,0,OP = 0
AA_0271,0.71,HI < 0.75,2017,2017,0,YVT,Eppendorf,1,NA,35.55,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.78,HZ_BR,52.8969,13.5353,F,0,OP = 0
AA_0272,0.36,HI < 0.5,2017,2017,0,YVT,Eppendorf,1,NA,35.87,TRUE,TRUE,33.29,TRUE,TRUE,34.58,34.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.58,NA,1.05,HZ_BR,52.8969,13.5353,M,290,OP < 10^3
AA_0273,0.28,HI < 0.5,2017,2017,0,YVT,Eppendorf,1,NA,34.8,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.4,HZ_BR,52.8969,13.5353,M,0,OP = 0
AA_0274,0.76,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.6053,13.8756,F,0,OP = 0
AA_0275,0.71,HI < 0.75,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.6053,13.8756,F,0,OP = 0
AA_0276,0.33,HI < 0.5,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.8969,13.5353,M,0,OP = 0
AA_0277,0.2,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,38,TRUE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,HZ_BR,52.8969,13.5353,M,0,OP = 0
AA_0278,0.2,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,37.88,TRUE,FALSE,28.21,TRUE,FALSE,33.04,33.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.04,NA,3.95,HZ_BR,52.8969,13.5353,F,823,OP < 10^3
AA_0279,1,HI == 1,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.6053,13.8756,M,0,OP = 0
AA_0280,0.6,HI < 0.75,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.6053,13.8756,F,0,OP = 0
AA_0281,0.2,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.8969,13.5353,M,0,OP = 0
AA_0282,0.13,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,29.71,TRUE,TRUE,27.9,TRUE,TRUE,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,0.74,HZ_BR,52.8969,13.5353,M,14534,OP < 10^5
AA_0283,0.07,HI < 0.25,2017,18.06.21,7,YVT-Tes,Eppendorf + new ABI,2,34.8612148,27.1,TRUE,TRUE,28.53,TRUE,TRUE,27.815,27.815,34.47885503,34.48716609,35.61762329,34.8612148,NA,NA,NA,NA,NA,NA,NA,NA,34.8612148,FALSE,3.76,HZ_BR,52.8969,13.5353,F,240,OP < 10^3
AA_0284,0.27,HI < 0.5,2017,2017,0,YVT,Eppendorf,1,NA,34.9,TRUE,TRUE,37.11,TRUE,TRUE,36.01,36.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.01,NA,0.9,HZ_BR,52.8969,13.5353,F,110,OP < 10^3
AA_0285,0.18,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,32.33,TRUE,TRUE,35.16,TRUE,TRUE,33.74,33.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.74,NA,1.16,HZ_BR,52.8969,13.5353,M,512,OP < 10^3
AA_0286,0.04,HI < 0.25,2017,2017,0,YVT,Eppendorf,1,NA,28.94,TRUE,TRUE,29.96,TRUE,TRUE,29.45,29.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.45,NA,0.42,HZ_BR,52.3744,13.7772,F,9359,OP < 10^4
AA_0288,0.81,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,36.98,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.49,HZ_BR,52.6053,13.8756,M,0,OP = 0
AA_0289,0.95,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.6053,13.8756,M,0,OP = 0
AA_0290,0.87,HI < 1,2017,2017,0,YVT,Eppendorf,1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,HZ_BR,52.6053,13.8756,F,0,OP = 0
