# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"18","B6","2","156590.88","26316.988","121773.4"
"19","B7","2","101890.31","23110.832","121380.15"
"20","B8","2","96484.98","21909.281","120638.38"
"21","B9","2","112487.98","23500.512","129416.62"
"22","B10","2","122077.47","23173.11","107568.86"
"23","B11","2","121151.5","21841.086","98987.625"
"24","B12","2","114757.99","24010.83","106077.4"
"25","C1","2","119630.95","26968.037","136923.05"
"26","C2","2","115688.85","27845.54","139569.62"
"27","C3","2","107085.2","25172.676","133153.53"
"28","C4","2","143743.53","26630.205","129612.945"
"29","C5","2","125753.164","23400.094","119840.83"
"30","C6","2","135729.95","25909.879","130488.52"
"31","C7","2","129923.31","26434.906","131025.625"
"32","C8","2","103828.805","25824.111","130467.79"
"33","C9","2","90151.97","23242.566","128879.63"
"34","C10","2","146611.33","27241.156","127046.77"
"35","C11","2","102636.72","19353.244","91861.1"
"36","C12","2","114520.56","20978.967","96076.81"
"37","D1","2","104558.086","25609.934","132849.86"
"38","D2","2","94836.414","24787.738","135031.11"
"39","D3","2","94086.43","23799.201","131070.91"
"40","D4","2","171454.53","28543.338","126463.61"
"41","D5","2","166427.27","27671.031","124824.85"
"42","D6","2","130074.18","21192.412","98187.47"
"43","D7","2","97841.96","26047.42","138154.19"
"44","D8","2","82709.4","22597.625","132096.84"
"45","D9","2","71552.11","19680.387","114927.06"
"46","D10","2","143199.72","26268.49","117944.53"
"47","D11","2","118027.95","22957.713","103292.87"
"48","D12","2","101996.016","21152.236","93844.445"
"49","E1","2","126606.25","26753.271","140308.0"
"50","E2","2","107229.46","26090.656","133763.48"
"51","E3","2","75005.34","19196.512","102410.6"
"52","E4","2","157089.75","27907.197","119425.9"
"53","E5","2","166837.86","27055.443","123859.09"
"54","E6","2","155060.84","25389.018","114087.9"
"55","E7","2","94549.33","24920.615","139815.95"
"56","E8","2","77383.15","20731.832","114244.35"
"57","E9","2","78589.04","21072.004","116535.055"
"58","E10","2","139055.36","26373.617","121883.17"
"59","E11","2","128318.69","25660.945","114930.84"
"60","E12","2","110835.58","23120.041","102192.35"
"61","F1","2","123816.586","27859.066","134760.06"
"62","F2","2","125101.08","27133.662","133512.25"
"63","F3","2","104705.91","21748.475","106386.67"
"64","F4","2","177216.81","28139.92","122381.42"
"65","F5","2","168535.33","27231.281","115195.43"
"66","F6","2","166601.23","25345.36","106624.93"
"67","F7","2","112835.97","27734.334","143930.64"
"68","F8","2","62569.656","17703.246","102167.98"
"69","F9","2","65383.344","17924.125","103926.016"
"70","F10","2","113513.84","21204.152","98153.16"
"71","F11","2","138951.5","26267.613","119188.23"
"72","F12","2","140718.88","27011.469","118541.94"
"73","G1","2","120376.445","27966.686","143838.75"
"74","G2","2","117907.99","27394.094","137137.38"
"75","G3","2","113639.09","25300.566","126601.62"
"76","G4","2","160294.61","26778.441","116773.45"
"77","G5","2","145756.94","24353.977","110835.36"
"78","G6","2","161117.4","26318.783","120348.01"
"79","G7","2","84618.086","23093.316","130718.96"
"80","G8","2","90529.414","24178.53","131835.58"
"81","G9","2","79997.016","18141.537","100695.51"
"82","G10","2","120931.98","22537.959","100619.055"
"83","G11","2","140905.67","26844.08","121733.55"
"84","G12","2","162264.62","28736.3","128876.22"
"85","H1","2","129706.555","31145.363","145602.2"
"86","H2","2","101063.54","26381.182","139027.48"
"87","H3","2","106062.86","23899.406","127837.945"
"88","H4","2","129507.25","26518.668","124706.21"
"89","H5","2","127333.125","25027.105","119855.84"
"90","H6","2","128455.164","24402.803","120166.37"
"91","H7","2","106105.05","25370.355","134246.27"
"92","H8","2","94547.2","23683.822","130415.14"
"93","H9","2","44993.37","8880.275","46895.145"
"94","H10","2","140836.27","26271.37","119095.945"
"95","H11","2","134287.94","26675.668","123622.266"
"96","H12","2","147333.69","27202.895","122049.46"
"1","A1","3","112820.945","23950.328","126179.3"
"2","A2","3","102005.71","24342.84","134984.34"
"3","A3","3","90837.68","23152.965","127108.53"
"4","A4","3","101116.24","22316.678","115891.9"
"5","A5","3","76074.15","21327.06","115340.28"
"6","A6","3","71722.086","19414.71","114099.76"
"7","A7","3","71618.23","20279.79","119401.125"
"8","A8","3","88264.88","23869.656","132787.8"
"9","A9","3","78319.7","22121.693","120968.72"
"10","A10","3","107522.81","21286.092","95040.23"
"11","A11","3","144733.66","27545.29","120074.38"
"12","A12","3","150587.39","30432.566","128165.37"
"13","B1","3","115029.25","26896.78","139762.94"
"14","B2","3","96558.41","24920.059","134777.4"
"15","B3","3","97209.125","23374.812","129586.234"
"16","B4","3","160974.17","28085.3","123287.03"
"17","B5","3","157153.86","26651.71","118105.28"
"18","B6","3","158101.8","26218.256","122343.305"
"19","B7","3","100882.375","23641.701","121939.086"
"20","B8","3","97860.61","21812.438","121149.22"
"21","B9","3","113181.63","24444.092","130297.69"
"22","B10","3","122232.17","23848.924","108267.52"
"23","B11","3","119867.38","22657.555","99358.68"
"24","B12","3","115901.484","24417.373","107181.87"
"25","C1","3","120332.59","26840.076","137236.36"
"26","C2","3","115216.22","28078.244","140154.31"
"27","C3","3","105124.65","25355.541","133652.02"
"28","C4","3","143992.89","26857.037","130185.375"
"29","C5","3","127582.35","24057.514","120564.945"
"30","C6","3","137879.52","26185.982","131275.47"
"31","C7","3","131946.23","26805.133","131174.45"
"32","C8","3","104533.766","25990.277","130853.516"
"33","C9","3","91179.7","23161.836","128645.8"
"34","C10","3","149112.17","26997.316","126924.84"
"35","C11","3","102423.08","19947.23","92231.47"
"36","C12","3","116350.48","22083.271","96293.63"
"37","D1","3","104615.9","26530.32","133632.44"
"38","D2","3","95107.195","24658.025","135371.7"
"39","D3","3","94404.68","23571.455","131171.81"
"40","D4","3","172404.83","28288.67","126355.55"
"41","D5","3","168465.92","27785.055","125458.13"
"42","D6","3","131685.94","21335.588","98568.83"
"43","D7","3","98305.16","25809.85","138491.62"
"44","D8","3","83098.414","22810.07","132179.52"
"45","D9","3","72312.87","19191.32","115489.82"
"46","D10","3","143690.88","26482.074","118632.055"
"47","D11","3","118571.97","22938.762","103373.98"
"48","D12","3","102683.516","21278.295","94437.52"
"49","E1","3","129549.12","26938.316","140365.7"
"50","E2","3","106992.86","25526.033","133884.27"
"51","E3","3","76637.4","19361.17","102939.72"
"52","E4","3","158545.86","27924.002","119661.61"
"53","E5","3","170346.92","27377.139","123658.39"
"54","E6","3","156504.67","25941.023","114668.11"
"55","E7","3","96088.59","25247.633","140212.6"
"56","E8","3","78429.27","20801.746","115042.414"
"57","E9","3","79831.15","21158.426","117012.19"
"58","E10","3","138538.31","26626.857","122058.37"
