# File Name: Plate_6.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-06-01 09:31:37 AM UTC
# Run End Date/Time: 2021-06-01 10:38:58 AM UTC
# Run Duration: 67 minutes 21 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-06-01 10:39:54 AM UTC
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported By: guest
# Exported On: 2021-06-01 10:42:33 AM UTC
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Quantity Mean","Quantity SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Y-Intercept","R2","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"63","F3","3x10_1 tyz","30.0","Standard Curve","FAM","STANDARD","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.04596446514135212","true","3","39","77.8128662109375","81.73797607421875","69.66071319580078","89.13529968261719","","","","","","","false"
"64","F4","AA_0754 II R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","89.4372329711914","83.39860534667969","86.7198486328125","71.77423095703125","","","","","","","false"
"65","F5","AA_0754 II R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","84.61833953857422","81.14447021484375","","","","","","","","","false"
"66","F6","AA_0754 II R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","89.9046630859375","","","","","","","","","","false"
"67","F7","AA_0820 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","72.2332534790039","76.61334228515625","90.35777282714844","82.05069732666016","","","","","","","false"
"68","F8","AA_0820 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","73.7436294555664","79.33202362060547","90.50880432128906","68.3062744140625","","","","","","","false"
"69","F9","AA_0820 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","90.99258422851562","85.70110321044922","70.43138885498047","79.20013427734375","","","","","","","false"
"70","F10","AA_0737 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","74.96694946289062","80.86317443847656","","","","","","","","","false"
"71","F11","AA_0737 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","82.97976684570312","90.0854721069336","79.6536865234375","73.45509338378906","","","","","","","false"
"72","F12","AA_0737 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","83.13095092773438","89.17835998535156","78.59539031982422","72.85034942626953","","","","","","","false"
"73","G1","8 tyz","8.0","Standard Curve","FAM","STANDARD","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.04596446514135212","true","3","39","64.8298110961914","88.98433685302734","72.22713470458984","69.20781707763672","","","","","","","false"
"74","G2","8 tyz","8.0","Standard Curve","FAM","STANDARD","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.04596446514135212","true","3","39","88.3804702758789","73.13292694091797","76.90707397460938","67.54719543457031","","","","","","","false"
"75","G3","8 tyz","8.0","Standard Curve","FAM","STANDARD","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.04596446514135212","true","3","39","86.87081146240234","90.79592895507812","73.28388977050781","68.75492095947266","","","","","","","false"
"76","G4","AA_0758 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","89.13529968261719","84.15342712402344","77.35997009277344","80.22831726074219","","","","","","","false"
"77","G5","AA_0758 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","87.48805236816406","83.56108093261719","93.68060302734375","79.93617248535156","","","","","","","false"
"78","G6","AA_0758 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","91.56607055664062","","","","","","","","","","false"
"79","G7","AA_0823 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","88.54531860351562","66.49382019042969","70.57183837890625","82.35277557373047","","","","","","","false"
"80","G8","AA_0823 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","90.05569458007812","93.22748565673828","67.70211791992188","78.2747573852539","","","","","","","false"
"81","G9","AA_0823 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","91.89969635009766","87.66650390625","65.89582824707031","79.20013427734375","","","","","","","false"
"82","G10","AA_0726 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","82.97976684570312","91.44613647460938","60.90671157836914","72.69916534423828","","","","","","","false"
"83","G11","AA_0726 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","91.7485122680664","81.01435852050781","73.45509338378906","77.08354187011719","","","","","","","false"
