Mouse_ID,qPCR_Date,Tested_by,Machine,Measurements,Ct_1_Ep,Ct_2_Ep,Ct_3_Ep,Ct_4_Ep,Ct_5_Ep,Ct_6_Ep,Flag_Ct_1_Ep,Flag_Ct_2_Ep,Flag_Ct_3_Ep,Flag_Ct_4_Ep,Flag_Ct_5_Ep,Flag_Ct_6_Ep,Consistent_Ct_Ep,Corrected_Ct_Ep,Ct_mean_Ep,Ct_mean_ABI,Ct_mean,Ct_mean_1_ABI,Ct_mean_2_ABI,Ct_mean_3_ABI,Ct_1_ABI,Ct_2_ABI,Ct_3_ABI,Ct_4_ABI,Ct_5_ABI,Ct_6_ABI,Ct_7_ABI,Ct_8_ABI,Ct_9_ABI
AA_0143,4/11/2019,YVT,Eppendorf,1,7.19,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0145,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0146,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0147,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0148,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0149,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0150,4/11/2019,YVT,Eppendorf,1,36.44,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0151,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0152,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0153,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0154,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0155,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0156,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0157,4/11/2019,YVT,Eppendorf,1,7.77,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0158,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0160,4/11/2019,YVT,Eppendorf,1,26.85,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0161,4/11/2019,YVT,Eppendorf,1,13.26,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0162,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0163,4/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0164,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0165,4/16/2019,YVT,Eppendorf,1,4.79,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0168,4/16/2019,YVT,Eppendorf,1,6.76,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0170,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0175,4/16/2019,YVT,Eppendorf,1,6.53,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0177,4/16/2019,YVT,Eppendorf,1,6.76,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0178,4/16/2019,YVT,Eppendorf,1,7.39,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0180,4/16/2019,YVT,Eppendorf,1,7.71,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0182,4/16/2019,YVT,Eppendorf,1,7.37,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0183,4/16/2019,YVT,Eppendorf,1,39.78,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0184,4/16/2019,YVT,Eppendorf,1,6.93,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0186,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0187,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0188,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0189,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0190,4/16/2019,YVT,Eppendorf,1,9.92,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0191,4/16/2019,YVT,Eppendorf,1,5.19,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0192,4/16/2019,YVT,Eppendorf,1,7.73,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0193,4/16/2019,YVT,Eppendorf,1,6.81,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0194,4/16/2019,YVT,Eppendorf,1,6.7,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0195,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0196,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0197,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0198,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0199,4/16/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0200,4/16/2019,YVT,Eppendorf,1,9.76,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0201,4/16/2019,YVT,Eppendorf,1,6.45,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0202,4/16/2019,YVT,Eppendorf,1,38.91,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0205,2016,YVT,Eppendorf,1,33.75,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0206,2016,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0210,2016,YVT,Eppendorf,1,8.41,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0237,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0238,2017,YVT,Eppendorf,1,37.69,0,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0239,2017,YVT,Eppendorf,1,37.24,0,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0240,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0241,2017,YVT,Eppendorf,1,37.76,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0243,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0244,2017,YVT,Eppendorf,1,38.3,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0246,2017,YVT,Eppendorf,1,8.69,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0247,2017,YVT,Eppendorf,1,5.99,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0248,2017,YVT,Eppendorf,1,30.46,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0249,2017,YVT,Eppendorf,1,36.74,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0252,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0255,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0258,2017,YVT,Eppendorf,1,34.47,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0260,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0261,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0263,2017,YVT,Eppendorf,1,35.8,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0264,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0265,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0268,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0270,2017,YVT,Eppendorf,1,39.24,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0271,2017,YVT,Eppendorf,1,35.55,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0273,2017,YVT,Eppendorf,1,34.8,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0274,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0275,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0276,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0277,2017,YVT,Eppendorf,1,38,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0279,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0280,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0281,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0288,2017,YVT,Eppendorf,1,36.98,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0289,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0297,5/9/2019,YVT,Eppendorf,1,12.05,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0298,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0299,5/9/2019,YVT,Eppendorf,1,19.71,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0300,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0301,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0303,5/9/2019,YVT,Eppendorf,1,6.9,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0304,5/9/2019,YVT,Eppendorf,1,7.97,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0305,5/9/2019,YVT,Eppendorf,1,7.96,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0306,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0307,5/9/2019,YVT,Eppendorf,1,8.94,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0309,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0311,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0314,5/9/2019,YVT,Eppendorf,1,7.48,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0315,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0319,5/9/2019,YVT,Eppendorf,1,9.13,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0323,5/9/2019,YVT,Eppendorf,1,6.53,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0324,5/9/2019,YVT,Eppendorf,1,6.19,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0328,5/9/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0338,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0339,2017,YVT,Eppendorf,1,9.14,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0340,2017,YVT,Eppendorf,1,35.71,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0342,2017,YVT,Eppendorf,1,11.87,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0343,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0344,2017,YVT,Eppendorf,1,37.2,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0346,2017,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0350,2017,YVT,Eppendorf,1,38.33,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0353,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0355,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0356,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0357,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0358,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0359,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0365,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0366,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0367,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0370,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0377,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0378,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0379,6/11/2019,YVT,Eppendorf,1,23.03,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0381,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0383,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
