Mouse_ID,qPCR_Date,Tested_by,Machine,Measurements,Ct_1_Ep,Ct_2_Ep,Ct_3_Ep,Ct_4_Ep,Ct_5_Ep,Ct_6_Ep,Flag_Ct_1_Ep,Flag_Ct_2_Ep,Flag_Ct_3_Ep,Flag_Ct_4_Ep,Flag_Ct_5_Ep,Flag_Ct_6_Ep,Consistent_Ct_Ep,Corrected_Ct_Ep,Ct_mean_Ep,Ct_mean_ABI,Ct_mean,Ct_mean_1_ABI,Ct_mean_2_ABI,Ct_mean_3_ABI,Ct_1_ABI,Ct_2_ABI,Ct_3_ABI,Ct_4_ABI,Ct_5_ABI,Ct_6_ABI,Ct_7_ABI,Ct_8_ABI,Ct_9_ABI
AA_0384,6/11/2019,YVT,Eppendorf,1,23.86,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0385,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0387,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0390,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0392,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0395,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0397,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0398,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0404,6/11/2019,YVT,Eppendorf,1,33.77,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0405,6/11/2019,YVT,Eppendorf,1,38.23,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0406,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0410,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0413,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0422,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0423,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0424,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0425,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0426,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0427,6/11/2019,YVT,Eppendorf,1,22.64,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0428,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0429,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0430,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0431,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0432,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0434,6/11/2019,YVT,Eppendorf,1,17.74,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0435,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0436,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0437,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0438,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0439,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0440,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0441,6/11/2019,YVT,Eppendorf,1,39.24,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0442,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0444,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0446,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0448,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0449,6/11/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0450,6/11/2019,YVT,Eppendorf,1,6.78,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0451,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0452,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0453,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0454,6/14/2019,YVT,Eppendorf,1,22.44,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0455,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0456,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0457,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0459,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0460,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0461,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0462,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0463,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0465,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0466,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0467,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0468,6/14/2019,YVT,Eppendorf,1,22.98,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0469,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0470,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0471,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0489,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0490,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0491,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0499,6/11/2019,YVT,Eppendorf,1,28.79,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0502,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0506,6/14/2019,YVT,Eppendorf,1,35.37,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0511,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0512,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0513,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0514,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0515,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0517,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0518,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0520,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0522,6/14/2019,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0524,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0525,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0526,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0527,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0528,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0529,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0530,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0531,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0532,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0533,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0535,11/12/2018,YVT,Eppendorf,1,38.85,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0538,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0539,11/28/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0540,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0541,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0542,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0543,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0544,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0547,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0549,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0550,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0551,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0552,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0556,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0558,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0560,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0561,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0562,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0564,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0565,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0567,11/12/2018,YVT,Eppendorf,1,18.89,0,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0568,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0572,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0573,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0574,11/12/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0575,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0576,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0577,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0581,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0582,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0583,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0584,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0586,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0587,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0588,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0590,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0591,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0592,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0593,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0594,11/15/2018,YVT,Eppendorf,1,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
