"","Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","Ticks","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","IL.12","IRG6","CXCR3","IL.6","GBP2","CASP1","CXCL9","GAPDH","IDO1","IFNy","IL.10","IL.13","IL1RN","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Ct_mean","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","COCE","CEWE","ILWE","CECE","COWE","SICE","Host","FEC","SPL2","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp"
"21","AA_0067","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd",14,0.1,"2016-09-25",26,0,NA,NA,0,0,NA,NA,NA,NA,TRUE,NA,0,"Alice","April2018",1,0,0,0,0,0,0,0,0.125,0.1,5000,8,"dom",18.73,79,NA,31,2.5,NA,NA,NA,NA,153,0.094,0.094,86,"2016-09-24",NA,NA,NA,NA,NA,NA,22.6831265383517,NA,19.6268093668883,24.8687978199118,NA,19.7311175872092,20.262810052435,3.12156720530363,16.4029984170172,21.696051939686,25.6026392082613,20.4359774331111,14.5758460516447,8.63524339135926,15.467280436278,7.18334942531766,7.32077276219427,8.06663573917176,26.2564065152664,18.6305728470997,26.5473247008031,9.33236272840009,9.64856157154242,24.1616958166265,19.4651209880687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
"22","AA_0068","F",13.4642,52.4164,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd",13,0.04,"2016-09-25",34,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",4,4,3,0,1,2,1,2,2.125,0.1,85000,8,"dom",16.799,83,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,89,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"23","AA_0069","M",13.4642,52.4164,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"2016-09-25",29,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",3,5,3,4,3,8,5,2,4.125,0.1,165000,8,"dom",14.252,78,NA,3,2.5,NA,NA,NA,NA,5,0.017,0.018,87,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"24","AA_0070","F",13.4642,52.4164,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",21,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",13.956,72,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,85,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,0
"25","AA_0071","F",13.6,52.8425,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",13,0.04,"2016-09-25",22,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",13.654,78,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,88,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"26","AA_0072","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",41,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",15.107,75,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,82,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"27","AA_0073","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",33,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",18.033,85,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,79,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"28","AA_0074","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",35,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",19.747,86,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,88,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,0,0
"29","AA_0075","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",48,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",17.084,84,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,81,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,0
"30","AA_0076","M",13.7072,52.2422,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0.05,"2016-09-25",NA,0,NA,NA,15,0,NA,NA,NA,NA,TRUE,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",21.853,86,NA,32,2.5,NA,NA,NA,NA,316,0.107,0.106,86,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0
"31","AA_0077","F",13.5883,52.2156,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",42,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",25.724,92,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,90,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"32","AA_0078","F",13.5883,52.2156,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",45,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",14.418,74,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,73,"2016-09-24",NA,NA,NA,NA,NA,NA,18.5255261001411,NA,19.7290466915133,23.5783138709507,NA,20.0151895607441,18.0892030512322,4.29764885524109,12.3593882389707,20.3981574181814,20.991042416573,14.9186311906023,11.1918085656886,9.91862295293787,16.1778110679176,8.39856292704786,8.48178881348591,9.21271075584795,29.1670947600233,12.767780825888,26.7796594665942,9.56957329872745,11.0892071173239,15.7756343917794,18.4475229376812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85,7138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,0
"33","AA_0079","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",14,0.1,"2016-09-25",71,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",14.533,75,NA,24,2.5,NA,NA,NA,NA,155,0.074,0.078,83,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7569449341067,NA,NA,NA,NA,NA,22.6076624967495,NA,22.4660968646779,22.9019952495303,23.2327162478718,NA,NA,NA,22.3587332003286,24.8167985466961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0
"34","AA_0080","F",13.84,52.2678,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",42,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",12.512,72,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,80,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0
"35","AA_0081","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0.05,"2016-09-25",46,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",18.354,86,NA,31,2.5,NA,NA,NA,NA,196,0.091,0.091,91,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"36","AA_0082","F",13.84,52.2678,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-25",33,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",1,0,0,0,0,0,0,0,0.125,0.1,5000,8,"DyM",12.015,72,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,81,"2016-09-24",NA,NA,NA,NA,NA,NA,17.8168923436496,NA,19.6832978911429,19.8984606596123,NA,21.8010692429249,13.6719984221085,3.91407628870872,11.172960079003,17.0224658310885,20.4116800735579,16.6652600816645,10.2690258267163,9.24974613620432,15.7939412149953,7.91140028466805,7.93856445246577,8.70271966130555,25.6769050368161,13.2101401185063,NA,8.3586252179281,10.2176195236856,18.398109067993,20.1370527388514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"37","AA_0083","F",13.676085,52.497666,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm",12,0.913043478,"2016-09-25",38,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",17.938,85,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,79,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0
"38","AA_0084","M",13.676085,52.497666,2016,"d",NA,NA,NA,NA,"m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm",10,0.5,"2016-09-26",33,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",20.04,82,NA,14,2.5,NA,NA,NA,NA,154,0.05,0.053,82,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0
"39","AA_0085","F",13.676085,52.497666,2016,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","95/100","100","120","90","80","dm","dm","dd","mm","mm","mm",13,0.8,"2016-09-26",38,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",7,8,4,5,NA,5,6,14,7,0.1,280000,7,"DyM",28.266,91,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,92,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"40","AA_0086","M",13.676085,52.497666,2016,"d","m",NA,"d",NA,"d","d","d","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm",11,0.117647059,"2016-09-26",14,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",16.173,75,NA,36,2.5,NA,NA,NA,NA,108,0.063,0.065,93,"2016-09-24",NA,NA,NA,NA,NA,NA,19.7953502246901,NA,20.4863664648133,21.6551342205303,NA,NA,19.7049305737292,5.81048918431102,12.3248319547543,18.7013700259549,NA,10.7764993238065,11.2590222862608,11.4801427954634,18.2289251740952,9.69603036484969,9.88893330712969,16.1395612411592,22.6379170747493,NA,NA,NA,12.641449893668,16.9489248336579,20.6681081943793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0
"41","AA_0087","F",13.676085,52.497666,2016,"d",NA,"mm","mm",NA,"mm","mm","mm","94/100","95/100","100/125","120","90/100","80","dm","dm","dm","mm","dm","mm",12,0.782608696,"2016-09-26",26,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",2,1,10,3,1,3,1,2,2.875,0.1,63888.8888888889,8,"DyM",15.419,81,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,75,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"42","AA_0088","M",13.84,52.2678,2016,"d","m","d","d","d","d","d","d","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",14,0.2,"2016-09-26",19,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0,"DyM",12.439,73,NA,13,4,NA,NA,NA,NA,112,0.063,0.067,81,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,0
"43","AA_0089","F",13.84,52.2678,2016,"d",NA,NA,"dd",NA,"dd","dd","dd","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",11,0.047619048,"2016-09-26",0.04,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",10.819,68,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,71,"2016-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"44","AA_0090","M",13.7072,52.2422,2016,"d","m",NA,NA,NA,"d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",8,0,"2016-09-26",15,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",11.176,75,NA,16,2,NA,NA,NA,NA,56,0.049,0.051,76,"2016-09-25",NA,NA,NA,NA,NA,NA,22.5912137254487,NA,21.9288324119777,NA,NA,NA,23.4350859345278,5.24010438280007,25.0565733330061,NA,NA,10.3953305547871,NA,11.0968936325154,26.2841286827586,9.62227431478285,9.7425872931114,20.5689366230772,27.8316473883903,NA,27.8000522006151,NA,12.3912702598826,23.2399436741513,24.9679158516033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0
"45","AA_0091","F",13.5544,52.7881,2016,"d",NA,NA,NA,NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",10,0,"2016-09-26",36,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",11.599,68,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,73,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,0,0
"46","AA_0092","M",13.5544,52.7881,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6,0,"2016-09-26",55,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",16.711,77,NA,28,3,TRUE,NA,NA,NA,131,0.049,0.052,79,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0,0
"47","AA_0093","M",13.3047,52.9936,2016,NA,"m","d",NA,NA,NA,"d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",10,0.0625,"2016-09-26",26,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",16.258,81,NA,28,1,TRUE,NA,NA,NA,166,0.08,0.083,85,"2016-09-25",NA,NA,NA,NA,NA,NA,19.7457437506203,NA,20.2841531299617,22.2467867640112,NA,NA,19.8071782074125,4.62477670396179,11.6347172363509,24.1134782188647,NA,9.4507552805061,10.2198732642011,10.1039718004436,16.2833286665552,8.63847935552115,8.62877281936883,17.4218422768781,26.011705196929,NA,23.1291982442425,NA,11.0714196189538,17.8979846403591,21.4180258468577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0
"48","AA_0094","F",13.3047,52.9936,2016,"m",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"2016-09-26",33,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Alice","April2018",2,1,1,5,3,3,1,4,2.5,0.1,250000,8,"DyM",16.76,81,NA,NA,1,TRUE,NA,NA,NA,NA,NA,NA,83,"2016-09-25",NA,NA,NA,NA,NA,NA,21.8643587957454,NA,19.6398120801052,19.9184023835548,NA,20.1902746936803,14.941621333719,2.77363255558549,13.3627624998215,18.0906078687187,22.0136979282696,17.6678613915741,16.1172645490184,8.40742327519319,15.8080299071631,6.82008200234632,6.92271669710757,7.9369666507132,25.5842066703473,15.635772891352,28.5146757242205,8.63860407646431,9.49738960821897,18.6896525134317,19.5826528476963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,0
"49","AA_0095","M",13.3047,52.9936,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0.05,"2016-09-26",26,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",12.15,69,NA,14,2,TRUE,NA,NA,NA,18,0.057,0.061,76,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"50","AA_0096","F",13.0439,51.93,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6,0,"2016-09-26",0.06,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",20.254,85,NA,NA,2,TRUE,NA,NA,NA,NA,NA,NA,80,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,0
"51","AA_0097","M",13.64,52.716944,2016,"d",NA,"d","d",NA,"d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",12,0.055555556,"2016-09-26",15,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",10.515,71,NA,15,2,FALSE,NA,NA,NA,33,0.052,0.054,61,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"52","AA_0098","M",13.64,52.716944,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"2016-09-26",23,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",15.579,80,NA,25,2,FALSE,NA,NA,NA,104,0.078,0.077,81,"2016-09-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0
