"","Mouse_ID","qPCR_Date","Tested_by","Machine","Measurements","Ct_mean_Ep","Ct_mean_ABI","Ct_mean","Oocyst_Predict","Crypto_Positive","ILWE_DNA_Content_ng.microliter","ILWE_used_up","Sex","Longitude","Latitude","Year","HI","mus_caught","Crypto_mus_caught","Infection_Rate","Address","Top_Location"
"294","AA_0437","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6686,52.4936,2017,0.05263157895,6,0,0,NA,FALSE
"295","AA_0438","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6506,53.2108,2017,0.9473684211,6,0,0,NA,FALSE
"296","AA_0439","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.0756,52.1736,2017,0.6842105263,1,0,0,NA,FALSE
"297","AA_0440","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2606,52.0875,2017,0.826087,9,0,0,NA,FALSE
"298","AA_0441","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2606,52.0875,2017,0.8695652,9,0,0,NA,FALSE
"299","AA_0442","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.2697,52.0439,2017,0.9473684211,4,1,0.25,NA,FALSE
"300","AA_0443","6/18/2021","YVT-Tes","Eppendorf + Quantstudio1",2,0,0,0,0,FALSE,NA,NA,"M",14.2606,52.0875,2017,0.8421053,9,0,0,NA,FALSE
"301","AA_0444","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2697,52.0439,2017,0.8260869565,4,1,0.25,NA,FALSE
"302","AA_0445","6/11/2019","YVT","Eppendorf",1,31.51,NA,31.51,2319,TRUE,NA,NA,"F",14.2272,52.0753,2017,0.9130434783,1,1,1,NA,FALSE
"303","AA_0446","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.2775,52.6867,2017,0.8421052632,7,0,0,NA,FALSE
"304","AA_0448","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6686,52.4936,2017,0.1304347826,6,0,0,NA,FALSE
"305","AA_0449","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6506,53.2108,2017,0.9473684211,6,0,0,NA,FALSE
"306","AA_0450","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6506,53.2108,2017,0.9565217391,6,0,0,NA,FALSE
"307","AA_0451","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6506,53.2108,2017,0.9565217391,6,0,0,NA,FALSE
"308","AA_0452","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6506,53.2108,2017,0.9565217391,6,0,0,NA,FALSE
"309","AA_0453","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.2606,52.0875,2017,0.9411765,9,0,0,NA,FALSE
"310","AA_0454","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2606,52.0875,2017,0.826087,9,0,0,NA,FALSE
"311","AA_0455","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2606,52.0875,2017,0.826087,9,0,0,NA,FALSE
"312","AA_0456","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6506,53.2108,2017,1,6,0,0,NA,FALSE
"313","AA_0457","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2697,52.0439,2017,0.6956521739,4,1,0.25,NA,FALSE
"314","AA_0458","6/14/2019","YVT","Eppendorf",1,32.28,NA,32.28,1376,TRUE,NA,NA,"F",14.2697,52.0439,2017,0.8260869565,4,1,0.25,NA,FALSE
"315","AA_0459","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2606,52.0875,2017,0.6956522,9,0,0,NA,FALSE
"316","AA_0460","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6686,52.4936,2017,0.2105263158,6,0,0,NA,FALSE
"317","AA_0461","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6686,52.4936,2017,0.1875,6,0,0,NA,FALSE
"318","AA_0462","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6686,52.4936,2017,0.15,6,0,0,NA,FALSE
"319","AA_0463","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2606,52.0875,2017,0.8888889,9,0,0,NA,FALSE
"320","AA_0465","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.3047,52.9936,2017,0.1538461538,21,3,0.142857142857143,"Mildenberger Str. 1, 16792 Zehdenick",TRUE
"321","AA_0466","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.3047,52.9936,2017,0,21,3,0.142857142857143,"Mildenberger Str. 1, 16792 Zehdenick",TRUE
"322","AA_0467","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.3047,52.9936,2017,0,21,3,0.142857142857143,"Mildenberger Str. 1, 16792 Zehdenick",TRUE
"323","AA_0468","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6703,52.4936,2017,0.2727272727,1,0,0,NA,FALSE
"324","AA_0469","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.925,51.9447,2017,0.6956521739,2,0,0,NA,FALSE
"325","AA_0470","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.925,51.9447,2017,0.6956521739,2,0,0,NA,FALSE
"326","AA_0471","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6708,51.9594,2017,0.1578947368,1,0,0,NA,FALSE
"327","AA_0489","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",11.4811,53.8444,2017,0.9130434783,3,0,0,NA,FALSE
"328","AA_0490","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",11.4811,53.8444,2017,0.6842105263,3,0,0,NA,FALSE
"329","AA_0491","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",11.4811,53.8444,2017,0.6842105263,3,0,0,NA,FALSE
"330","AA_0498","6/14/2019","YVT","Eppendorf",1,30.2,NA,30.2,5631,TRUE,NA,NA,"M",11.6072,53.9403,2017,0.9444444444,3,1,0.333333333333333,NA,FALSE
"331","AA_0499","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",11.6072,53.9403,2017,0.875,3,1,0.333333333333333,NA,FALSE
"332","AA_0502","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",11.6072,53.9403,2017,0.9444444444,3,1,0.333333333333333,NA,FALSE
"333","AA_0506","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",12.5903,53.5678,2017,0.8421052632,1,0,0,NA,FALSE
"334","AA_0511","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",12.4464,53.5189,2017,0.7368421053,5,0,0,NA,FALSE
"335","AA_0512","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",12.4464,53.5189,2017,0.6956521739,5,0,0,NA,FALSE
"336","AA_0513","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",12.4464,53.5189,2017,0.9565217391,5,0,0,NA,FALSE
"337","AA_0514","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",12.4464,53.5189,2017,0.8947368421,5,0,0,NA,FALSE
"338","AA_0515","6/14/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",12.4464,53.5189,2017,0.9565217391,5,0,0,NA,FALSE
"339","AA_0524","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"492.40",NA,"F",13.9619,52.9147,2018,0.8,2,0,0,NA,FALSE
"340","AA_0525","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"279.20",NA,"M",13.9619,52.9147,2018,0.5789473684,2,0,0,NA,FALSE
"341","AA_0526","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"294.20",NA,"M",13.9625,52.915,2018,0.7894736842,1,0,0,NA,FALSE
"342","AA_0527","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"79.40",NA,"M",13.9933,52.9094,2018,0.8,1,0,0,NA,FALSE
"343","AA_0528","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"239.90",NA,"F",13.2567,53.0322,2018,0,4,0,0,NA,FALSE
"344","AA_0529","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"260.20",NA,"M",13.2567,53.0322,2018,0.05,4,0,0,NA,FALSE
"345","AA_0530","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"121.00",NA,"M",13.175,53.0219,2018,0.4,3,0,0,NA,FALSE
"346","AA_0531","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"288.40",NA,"F",13.175,53.0219,2018,0,3,0,0,NA,FALSE
"347","AA_0532","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"326.90",NA,"M",13.175,53.0219,2018,0.1,3,0,0,NA,FALSE
"348","AA_0533","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"196.20",NA,"F",13.2829,52.9574,2018,0,4,1,0.25,NA,FALSE
"349","AA_0534","11/12/2018","YVT","Eppendorf",1,31.94,NA,31.94,1733,TRUE,"180.70",NA,"M",13.2829,52.9574,2018,0.1,4,1,0.25,NA,FALSE
"350","AA_0535","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"315.50",NA,"M",13.2829,52.9574,2018,0.15,4,1,0.25,NA,FALSE
"351","AA_0536","11/21/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"173.10",NA,"M",13.2829,52.9574,2018,0.1,4,1,0.25,NA,FALSE
"352","AA_0537","11/12/2018","YVT","Eppendorf",1,32.52,NA,32.52,1170,TRUE,"82.80",NA,"M",12.7797,52.7947,2018,0.05,3,1,0.333333333333333,NA,FALSE
"353","AA_0538","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"198.10",NA,"F",12.7797,52.7947,2018,0,3,1,0.333333333333333,NA,FALSE
"354","AA_0539","11/28/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"250.00",NA,"M",12.7797,52.7947,2018,0.1111111111,3,1,0.333333333333333,NA,FALSE
"355","AA_0540","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"203.30",NA,"F",12.7219,52.7722,2018,0,1,0,0,NA,FALSE
"356","AA_0541","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"166.30",NA,"M",12.3728,52.7536,2018,0.15,2,0,0,NA,FALSE
"357","AA_0542","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"71.80",NA,"M",14.0908,52.8328,2018,0.8823529412,5,3,0.6,"Altglietzener Dorfstraße 31, 16259 Bad Freienwalde (Oder)",TRUE
"358","AA_0543","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"535.90",NA,"F",12.3728,52.7536,2018,0,2,0,0,NA,FALSE
"359","AA_0544","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"200.00",NA,"M",14.0678,52.3975,2018,0.8947368421,6,1,0.166666666666667,NA,FALSE
"360","AA_0545","11/12/2018","YVT","Eppendorf",1,33.675,NA,33.675,535,TRUE,"199.50",NA,"M",14.0678,52.3975,2018,0.85,6,1,0.166666666666667,NA,FALSE
"361","AA_0546","11/12/2018","YVT","Eppendorf",1,30.69,NA,30.69,4041,TRUE,"136.90",NA,"M",13.66,52.7369,2018,0.1,15,1,0.0666666666666667,NA,FALSE
"362","AA_0547","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"111.90",NA,"F",12.7589,52.7625,2018,0.04347826087,2,0,0,NA,FALSE
"363","AA_0548","11/21/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"176.90",NA,"F",12.7589,52.7625,2018,0.08695652174,2,0,0,NA,FALSE
"364","AA_0549","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"133.50",NA,"F",13.66,52.7369,2018,0.04,15,1,0.0666666666666667,NA,FALSE
"365","AA_0550","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"326.30",NA,"M",13.66,52.7369,2018,0.05,15,1,0.0666666666666667,NA,FALSE
"366","AA_0551","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"278.80",NA,"F",13.66,52.7369,2018,0,15,1,0.0666666666666667,NA,FALSE
"367","AA_0552","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"113.40",NA,"F",13.66,52.7369,2018,0,15,1,0.0666666666666667,NA,FALSE
"368","AA_0553","11/12/2018","YVT","Eppendorf",1,34.47,NA,34.47,312,TRUE,"128.80",NA,"M",14.0908,52.8328,2018,0.8947368421,5,3,0.6,"Altglietzener Dorfstraße 31, 16259 Bad Freienwalde (Oder)",TRUE
"369","AA_0554","11/12/2018","YVT","Eppendorf",1,30.79,NA,30.79,3776,TRUE,"120.40",NA,"F",14.0908,52.8328,2018,0.88,5,3,0.6,"Altglietzener Dorfstraße 31, 16259 Bad Freienwalde (Oder)",TRUE
"370","AA_0556","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"382.50",NA,"M",14.0908,52.8328,2018,0.65,5,3,0.6,"Altglietzener Dorfstraße 31, 16259 Bad Freienwalde (Oder)",TRUE
"371","AA_0557","11/12/2018","YVT","Eppendorf",1,34.04,NA,34.04,418,TRUE,"444.20",NA,"M",14.0908,52.8328,2018,0.9473684211,5,3,0.6,"Altglietzener Dorfstraße 31, 16259 Bad Freienwalde (Oder)",TRUE
"372","AA_0558","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"96.53",NA,"M",14.1189,52.8367,2018,0.8,1,0,0,NA,FALSE
"373","AA_0559","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"275.40",NA,"F",14.0678,52.3975,2018,0.8571428571,6,1,0.166666666666667,NA,FALSE
"374","AA_0560","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"190.30",NA,"F",14.0678,52.3975,2018,0.88,6,1,0.166666666666667,NA,FALSE
"375","AA_0561","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"342.00",NA,"F",14.0678,52.3975,2018,0.8695652174,6,1,0.166666666666667,NA,FALSE
"376","AA_0562","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"220.40",NA,"M",13.66,52.7369,2018,0.15,15,1,0.0666666666666667,NA,FALSE
"377","AA_0564","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"278.80",NA,"F",13.66,52.7369,2018,0,15,1,0.0666666666666667,NA,FALSE
"378","AA_0565","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"686.80",NA,"M",13.66,52.7369,2018,0,15,1,0.0666666666666667,NA,FALSE
"379","AA_0566","11/28/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"154.10",NA,"F",13.66,52.7369,2018,0.08,15,1,0.0666666666666667,NA,FALSE
"380","AA_0567","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"353.30",NA,"M",13.66,52.7369,2018,0.05,15,1,0.0666666666666667,NA,FALSE
"381","AA_0568","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"108.70",NA,"M",13.66,52.7369,2018,0.1,15,1,0.0666666666666667,NA,FALSE
"382","AA_0569","11/28/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"194.90",NA,"M",13.66,52.7369,2018,0,15,1,0.0666666666666667,NA,FALSE
"383","AA_0570","6/18/2021","YVT-YVT-Tes","Eppendorf + Eppendorf + Quantstudio1",3,0,0,0,0,FALSE,"126.90",NA,"M",13.3047,52.9936,2018,0.1111111111,21,3,0.142857142857143,"Mildenberger Str. 1, 16792 Zehdenick",TRUE
"384","AA_0571","11/12/2018","YVT","Eppendorf",1,30.96,NA,30.96,3366,TRUE,"178.00",NA,"M",13.3047,52.9936,2018,0.1,21,3,0.142857142857143,"Mildenberger Str. 1, 16792 Zehdenick",TRUE
"385","AA_0572","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"330.40",NA,"F",13.3047,52.9936,2018,0.04,21,3,0.142857142857143,"Mildenberger Str. 1, 16792 Zehdenick",TRUE
"386","AA_0573","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"123.70",NA,"M",14.0736,52.9308,2018,0.9473684211,2,0,0,NA,FALSE
"387","AA_0574","11/12/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"100.40",NA,"M",12.6278,52.7269,2018,0,7,0,0,NA,FALSE
"388","AA_0575","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"111.30",NA,"F",14.0736,52.9308,2018,0.7826086957,2,0,0,NA,FALSE
"389","AA_0576","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"83.70",NA,"F",12.6278,52.7269,2018,0,7,0,0,NA,FALSE
"390","AA_0577","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"197.00",NA,"F",12.6278,52.7269,2018,0,7,0,0,NA,FALSE
"391","AA_0578","11/15/2018","YVT","Eppendorf + Eppendorf",2,29.25,NA,29.25,10716,TRUE,"263.30",NA,"F",14.0922,52.2125,2018,0.56,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"392","AA_0579","11/29/2018","YVT","Eppendorf + Eppendorf",2,36.11,NA,36.11,102,TRUE,"139.20",NA,"M",14.0922,52.2125,2018,0.95,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"393","AA_0580","11/15/2018","YVT","Eppendorf",1,34.21,NA,34.21,372,TRUE,"199.60",NA,"M",14.0922,52.2125,2018,0.75,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"394","AA_0581","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"132.20",NA,"M",12.6278,52.7269,2018,0,7,0,0,NA,FALSE
"395","AA_0582","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"129.70",NA,"F",12.6278,52.7269,2018,0,7,0,0,NA,FALSE
"396","AA_0583","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"282.10",NA,"M",12.6278,52.7269,2018,0,7,0,0,NA,FALSE
"397","AA_0584","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"92.10",NA,"M",12.6278,52.7269,2018,0,7,0,0,NA,FALSE
"398","AA_0585","11/15/2018","YVT","Eppendorf",1,34.6,NA,34.6,286,TRUE,"221.60",NA,"F",13.3047,52.9936,2018,0.04,21,3,0.142857142857143,"Mildenberger Str. 1, 16792 Zehdenick",TRUE
"399","AA_0586","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"72.30",NA,"M",14.0922,52.2125,2018,0.6111111111,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"400","AA_0587","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"250.60",NA,"F",14.0922,52.2125,2018,0.68,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"401","AA_0588","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"104.70",NA,"M",14.0922,52.2125,2018,0.6666666667,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"402","AA_0589","11/15/2018","YVT","Eppendorf",1,32.4,NA,32.4,1269,TRUE,"80.30",NA,"M",14.0922,52.2125,2018,0.55,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"403","AA_0590","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"146.90",NA,"F",14.0922,52.2125,2018,0.7142857143,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"404","AA_0591","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"172.50",NA,"M",14.0922,52.2125,2018,0.6111111111,9,4,0.444444444444444,"Beeskower Str. 24, 15848 Rietz-Neuendorf",TRUE
"405","AA_0592","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"544.50",NA,"F",14.1011,52.9456,2018,0.88,2,0,0,NA,FALSE
"406","AA_0593","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"91.60",NA,"F",14.0747,52.8169,2018,0.9166666667,1,0,0,NA,FALSE
"407","AA_0594","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"1,462.30",NA,"M",14.0806,53.0336,2018,0.8333333333,9,0,0,NA,FALSE
"408","AA_0595","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"197.20",NA,"M",14.0806,53.0336,2018,0.8421052632,9,0,0,NA,FALSE
"409","AA_0596","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"300.50",NA,"M",14.0744,52.9906,2018,0.9,3,0,0,NA,FALSE
"410","AA_0597","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"504.90",NA,"F",14.0806,53.0336,2018,0.8,9,0,0,NA,FALSE
"411","AA_0598","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"300.80",NA,"M",14.0806,53.0336,2018,0.8235294118,9,0,0,NA,FALSE
"412","AA_0599","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"109.10",NA,"M",12.4558,52.6308,2018,0,7,0,0,NA,FALSE
"413","AA_0600","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"124.60",NA,"F",12.4558,52.6308,2018,0.04,7,0,0,NA,FALSE
"414","AA_0601","11/28/2018","YVT","Eppendorf + Eppendorf",2,33.12,NA,33.12,779,TRUE,"319.20",NA,"M",13.9631,53.0989,2018,0.8571428571,1,1,1,NA,FALSE
"415","AA_0602","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"322.40",NA,"M",13.0992,53.0689,2018,0,1,0,0,NA,FALSE
"416","AA_0603","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"226.70",NA,"F",12.4558,52.6308,2018,0,7,0,0,NA,FALSE
"417","AA_0604","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"159.00",NA,"M",13.7306,52.2594,2018,0.2,6,0,0,NA,FALSE
"418","AA_0605","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"342.60",NA,"M",14.0806,53.0336,2018,0.8235294118,9,0,0,NA,FALSE
"419","AA_0606","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"248.10",NA,"F",14.0806,53.0336,2018,0.8,9,0,0,NA,FALSE
"420","AA_0607","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"273.30",NA,"M",14.0744,52.9906,2018,0.75,3,0,0,NA,FALSE
"421","AA_0608","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"128.80",NA,"M",14.0744,52.9906,2018,0.8333333333,3,0,0,NA,FALSE
"422","AA_0609","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"206.50",NA,"F",13.7306,52.2594,2018,0.16,6,0,0,NA,FALSE
"423","AA_0610","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"622.40",NA,"F",14.0806,53.0336,2018,0.6842105263,9,0,0,NA,FALSE
"424","AA_0612","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"165.40",NA,"F",14.0806,53.0336,2018,0.7826086957,9,0,0,NA,FALSE
"425","AA_0613","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"73.80",NA,"F",12.4558,52.6308,2018,0.04,7,0,0,NA,FALSE
"426","AA_0614","11/28/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"150.60",NA,"F",12.4558,52.6308,2018,0.04,7,0,0,NA,FALSE
"427","AA_0615","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"90.20",NA,"F",12.4558,52.6308,2018,0.04,7,0,0,NA,FALSE
"428","AA_0616","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"286.90",NA,"F",13.7306,52.2594,2018,0.1739130435,6,0,0,NA,FALSE
"429","AA_0617","11/28/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"619.10",NA,"F",14.0806,53.0336,2018,0.652173913,9,0,0,NA,FALSE
"430","AA_0618","11/28/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"141.50",NA,"F",13.7306,52.2594,2018,0.1818181818,6,0,0,NA,FALSE
"431","AA_0619","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"156.20",NA,"F",13.7306,52.2594,2018,0.3,6,0,0,NA,FALSE
"432","AA_0620","11/28/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"221.24",NA,"F",13.7306,52.2594,2018,0.16,6,0,0,NA,FALSE
"433","AA_0621","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"242.70",NA,"F",14.0672,52.9767,2018,0.72,3,1,0.333333333333333,NA,FALSE
"434","AA_0622","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"670.40",NA,"F",13.66,52.7369,2018,0,15,1,0.0666666666666667,NA,FALSE
"435","AA_0623","11/15/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"207.90",NA,"M",13.66,52.7369,2018,0,15,1,0.0666666666666667,NA,FALSE
"436","AA_0624","11/29/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"379.10",NA,"M",12.4558,52.6308,2018,0,7,0,0,NA,FALSE
"437","AA_0625","11/29/2018","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,"294.12",NA,"M",14.0939,53.0706,2018,0.85,8,1,0.125,NA,FALSE
"438","AA_0626","11/21/2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"88.18",NA,"M",14.0939,53.0706,2018,0.85,8,1,0.125,NA,FALSE
"439","AA_0627","2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"196.80",NA,"F",14.0939,53.0706,2018,0.88,8,1,0.125,NA,FALSE
"440","AA_0628","2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"190.90",NA,"F",14.0939,53.0706,2018,0.88,8,1,0.125,NA,FALSE
"441","AA_0629","2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"114.50",NA,"M",14.0939,53.0706,2018,0.85,8,1,0.125,NA,FALSE
"442","AA_0630","2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"76.60",NA,"M",14.1414,53.0783,2018,0.75,17,3,0.176470588235294,"Hauptstraße 5, 16278 Mark Landin",TRUE
"443","AA_0632","2018","YVT","Eppendorf",1,0,NA,0,0,FALSE,"790.50",NA,"F",14.0939,53.0706,2018,0.88,8,1,0.125,NA,FALSE
