"","Mouse_ID","qPCR_Date","Tested_by","Machine","Measurements","Ct_mean_Ep","Ct_mean_ABI","Ct_mean","Oocyst_Predict","Crypto_Positive","ILWE_DNA_Content_ng.microliter","ILWE_used_up","Sex","Longitude","Latitude","Year","HI","mus_caught","Crypto_mus_caught","Infection_Rate","Address","Top_Location"
"151","AA_0255","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.5994,52.2458,2017,0,4,0,0,NA,FALSE
"152","AA_0256","2017","YVT","Eppendorf",1,30.28,NA,30.28,5334,TRUE,NA,NA,"F",13.6025,52.2225,2017,0.16,11,2,0.181818181818182,NA,FALSE
"153","AA_0257","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6025,52.2225,2017,0,11,2,0.181818181818182,NA,FALSE
"154","AA_0258","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.5953,52.2742,2017,0.16,3,0,0,NA,FALSE
"155","AA_0259","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6025,52.2225,2017,0.08333333333,11,2,0.181818181818182,NA,FALSE
"156","AA_0260","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6025,52.2225,2017,0,11,2,0.181818181818182,NA,FALSE
"157","AA_0261","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.5994,52.2458,2017,0,4,0,0,NA,FALSE
"158","AA_0263","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.5994,52.2458,2017,0,4,0,0,NA,FALSE
"159","AA_0264","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.7581,52.3989,2017,0.2222222222,1,0,0,NA,FALSE
"160","AA_0265","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.7608,52.385,2017,0.1,1,0,0,NA,FALSE
"161","AA_0266","2017","YVT","Eppendorf",1,32.81,NA,32.81,961,TRUE,NA,NA,"F",14.0503,52.6792,2016,0.9565217391,1,1,1,NA,FALSE
"162","AA_0268","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.7072,52.2422,2017,0.15,3,0,0,NA,FALSE
"163","AA_0269","2017","YVT","Eppendorf",1,32.03,NA,32.03,1630,TRUE,NA,NA,"M",13.8756,52.6053,2017,0.7142857143,9,1,0.111111111111111,NA,FALSE
"164","AA_0270","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8756,52.6053,2017,0.5,9,1,0.111111111111111,NA,FALSE
"165","AA_0271","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.5353,52.8969,2017,0.7142857143,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"166","AA_0272","2017","YVT","Eppendorf",1,34.58,NA,34.58,290,TRUE,NA,NA,"M",13.5353,52.8969,2017,0.3636363636,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"167","AA_0273","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.5353,52.8969,2017,0.2777777778,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"168","AA_0274","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8756,52.6053,2017,0.7647058824,9,1,0.111111111111111,NA,FALSE
"169","AA_0275","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8756,52.6053,2017,0.7142857143,9,1,0.111111111111111,NA,FALSE
"170","AA_0276","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.5353,52.8969,2017,0.3333333333,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"171","AA_0277","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.5353,52.8969,2017,0.2,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"172","AA_0278","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.5353,52.8969,2017,0.2,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"173","AA_0279","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8756,52.6053,2017,1,9,1,0.111111111111111,NA,FALSE
"174","AA_0280","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8756,52.6053,2017,0.6,9,1,0.111111111111111,NA,FALSE
"175","AA_0281","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.5353,52.8969,2017,0.2,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"176","AA_0282","2017","YVT","Eppendorf",1,28.8,NA,28.8,14534,TRUE,NA,NA,"M",13.5353,52.8969,2017,0.1333333333,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"177","AA_0283","6/18/2021","YVT-Tes","Eppendorf + Quantstudio1",2,27.82,34.86,31.34,2602,TRUE,NA,NA,"F",13.5353,52.8969,2017,0.07142857143,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"178","AA_0284","2017","YVT","Eppendorf",1,36.01,NA,36.01,110,TRUE,NA,NA,"F",13.5353,52.8969,2017,0.2727272727,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"179","AA_0285","2017","YVT","Eppendorf",1,33.74,NA,33.74,512,TRUE,NA,NA,"M",13.5353,52.8969,2017,0.1764705882,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"180","AA_0286","2017","YVT","Eppendorf",1,29.45,NA,29.45,9358,TRUE,NA,NA,"F",13.7772,52.3744,2017,0.04,1,1,1,NA,FALSE
"181","AA_0288","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8756,52.6053,2017,0.8125,9,1,0.111111111111111,NA,FALSE
"182","AA_0289","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8756,52.6053,2017,0.9473684211,9,1,0.111111111111111,NA,FALSE
"183","AA_0290","5/9/2019","YVT","Eppendorf + Eppendorf",2,0,NA,0,0,FALSE,NA,NA,"F",13.8756,52.6053,2017,0.8695652174,9,1,0.111111111111111,NA,FALSE
"184","AA_0291","5/9/2019","YVT","Eppendorf + Eppendorf",2,31.01,NA,31.01,3254,TRUE,NA,NA,"F",13.5353,52.8969,2017,0.16,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"185","AA_0292","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.5353,52.8969,2017,0.12,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"186","AA_0295","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.1161,52.7914,2017,0.9,5,2,0.4,NA,FALSE
"187","AA_0296","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.0953,52.7383,2017,0.95,7,2,0.285714285714286,NA,FALSE
"188","AA_0297","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.1161,52.7914,2017,0.8,5,2,0.4,NA,FALSE
"189","AA_0298","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.0953,52.7383,2017,0.76,7,2,0.285714285714286,NA,FALSE
"190","AA_0299","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.0953,52.7383,2017,0.8947368421,7,2,0.285714285714286,NA,FALSE
"191","AA_0300","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.1161,52.7914,2017,0.88,5,2,0.4,NA,FALSE
"192","AA_0301","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.0953,52.7383,2017,0.7826086957,7,2,0.285714285714286,NA,FALSE
"193","AA_0303","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8675,52.2428,2017,0.2,7,2,0.285714285714286,NA,FALSE
"194","AA_0304","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6761,52.4978,2017,0.52,12,1,0.0833333333333333,NA,FALSE
"195","AA_0305","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.5353,52.8969,2017,0.2,14,6,0.428571428571429,"Berliner Str. 28, 16244 Schorfheide",TRUE
"196","AA_0306","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8675,52.2428,2017,0.2631578947,7,2,0.285714285714286,NA,FALSE
"197","AA_0307","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8675,52.2428,2017,0.12,7,2,0.285714285714286,NA,FALSE
"198","AA_0308","5/9/2019","YVT","Eppendorf",1,36.15,NA,36.15,100,TRUE,NA,NA,"M",13.8675,52.2428,2017,0.3,7,2,0.285714285714286,NA,FALSE
"199","AA_0309","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8675,52.2428,2017,0.24,7,2,0.285714285714286,NA,FALSE
"200","AA_0310","5/9/2019","YVT","Eppendorf",1,30.49,NA,30.49,4627,TRUE,NA,NA,"F",14.0953,52.7383,2017,0.8,7,2,0.285714285714286,NA,FALSE
"201","AA_0311","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.0953,52.7383,2017,0.88,7,2,0.285714285714286,NA,FALSE
"202","AA_0312","5/9/2019","YVT","Eppendorf",1,36.68,NA,36.68,69,TRUE,NA,NA,"F",14.0953,52.7383,2017,0.96,7,2,0.285714285714286,NA,FALSE
"203","AA_0313","5/9/2019","YVT","Eppendorf",1,37.62,NA,37.62,37,TRUE,NA,NA,"F",13.6761,52.4978,2017,0,12,1,0.0833333333333333,NA,FALSE
"204","AA_0314","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8675,52.2428,2017,0.3,7,2,0.285714285714286,NA,FALSE
"205","AA_0315","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6761,52.4978,2017,0.48,12,1,0.0833333333333333,NA,FALSE
"206","AA_0316","5/9/2019","YVT","Eppendorf",1,30.06,NA,30.06,6191,TRUE,NA,NA,"M",14.1161,52.7914,2017,0.6315789474,5,2,0.4,NA,FALSE
"207","AA_0317","5/9/2019","YVT","Eppendorf",1,35.78,NA,35.78,128,TRUE,NA,NA,"M",13.8675,52.2428,2017,0.25,7,2,0.285714285714286,NA,FALSE
"208","AA_0318","5/9/2019","YVT","Eppendorf",1,31.31,NA,31.31,2655,TRUE,NA,NA,"F",14.1161,52.7914,2017,0.8260869565,5,2,0.4,NA,FALSE
"209","AA_0319","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8103,51.8978,2017,0.08,1,0,0,NA,FALSE
"210","AA_0322","5/9/2019","YVT","Eppendorf",1,22.59,NA,22.59,974580,TRUE,NA,NA,"M",13.8339,52.2694,2017,0.15,2,1,0.5,NA,FALSE
"211","AA_0323","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4622,53.1119,2017,0.8260869565,2,0,0,NA,FALSE
"212","AA_0324","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4622,53.1119,2017,0.84,2,0,0,NA,FALSE
"213","AA_0325","6/18/2021","YVT-Tes","Eppendorf + Quantstudio1",2,22.69,31.85,27.27,40962,TRUE,NA,NA,"M",13.4408,53.0497,2017,0.8,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"214","AA_0326","5/9/2019","YVT","Eppendorf",1,31.3,NA,31.3,2673,TRUE,NA,NA,"M",13.4589,53.1247,2017,0.7,5,1,0.2,NA,FALSE
"215","AA_0327","5/9/2019","YVT","Eppendorf",1,36.68,NA,36.68,69,TRUE,NA,NA,"F",13.4408,53.0497,2017,0.72,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"216","AA_0328","5/9/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.76,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"217","AA_0333","2017","YVT","Eppendorf",1,30.71,NA,30.71,3987,TRUE,NA,NA,"M",13.4781,53.1153,2017,0.9,1,1,1,NA,FALSE
"218","AA_0337","2017","YVT","Eppendorf",1,28.82,NA,28.82,14338,TRUE,NA,NA,"F",14.0817,52.7667,2017,0.9130434783,1,1,1,NA,FALSE
"219","AA_0338","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8339,52.2694,2017,0.15,2,1,0.5,NA,FALSE
"220","AA_0339","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.4589,53.1247,2017,0.8888888889,5,1,0.2,NA,FALSE
"221","AA_0340","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4589,53.1247,2017,0.8260869565,5,1,0.2,NA,FALSE
"222","AA_0342","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4589,53.1247,2017,0.84,5,1,0.2,NA,FALSE
"223","AA_0343","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.0189,51.9661,2017,0.76,1,0,0,NA,FALSE
"224","AA_0344","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.8,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"225","AA_0345","2017","YVT","Eppendorf",1,33.49,NA,33.49,606,TRUE,NA,NA,"M",13.4408,53.0497,2017,0.8,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"226","AA_0346","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.7391304,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"227","AA_0347","2017","YVT","Eppendorf",1,31.14,NA,31.14,2979,TRUE,NA,NA,"M",13.4408,53.0497,2017,0.7222222,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"228","AA_0348","2017","YVT","Eppendorf",1,35.16,NA,35.16,195,TRUE,NA,NA,"M",13.4408,53.0497,2017,0.7777778,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"229","AA_0350","2017","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.4408,53.0497,2017,0.75,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"230","AA_0351","6/18/2021","YVT-Tes","Eppendorf + Quantstudio1",2,39.08415505,39.02831009,39.05623257,13,TRUE,NA,NA,"F",13.4408,53.0497,2017,0.6,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"231","AA_0352","6/11/2019","YVT","Eppendorf",1,30.18,NA,30.18,5708,TRUE,NA,NA,"M",13.4408,53.0497,2017,0.8,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"232","AA_0353","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.68,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"233","AA_0354","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.8,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"234","AA_0355","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.8,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"235","AA_0356","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4589,53.1247,2017,0.52,5,1,0.2,NA,FALSE
"236","AA_0357","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.52,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"237","AA_0358","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4408,53.0497,2017,0.64,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"238","AA_0359","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.4864,53.1275,2017,0.95,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"239","AA_0360","6/11/2019","YVT","Eppendorf",1,32.99,NA,32.99,851,TRUE,NA,NA,"F",13.4408,53.0497,2017,0.7391304,17,8,0.470588235294118,"Storkower Dorfstraße 85-82, 17268 Templin",TRUE
"240","AA_0365","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.9578,52.7714,2017,0.55,3,1,0.333333333333333,NA,FALSE
"241","AA_0366","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.4864,53.1275,2017,0.9473684,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"242","AA_0367","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.9578,52.7714,2017,0.68,3,1,0.333333333333333,NA,FALSE
"243","AA_0368","6/11/2019","YVT","Eppendorf",1,35.73,NA,35.73,133,TRUE,NA,NA,"F",13.4864,53.1275,2017,0.92,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"244","AA_0369","6/11/2019","YVT","Eppendorf",1,29.73,NA,29.73,7742,TRUE,NA,NA,"M",13.4864,53.1275,2017,0.95,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"245","AA_0370","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8767,52.2089,2017,0.08,1,0,0,NA,FALSE
"246","AA_0371","6/11/2019","YVT","Eppendorf",1,32.37,NA,32.37,1295,TRUE,NA,NA,"F",13.9578,52.7714,2017,0.8,3,1,0.333333333333333,NA,FALSE
"247","AA_0372","6/11/2019","YVT","Eppendorf",1,33.07,NA,33.07,806,TRUE,NA,NA,"F",13.4864,53.1275,2017,1,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"248","AA_0374","6/11/2019","YVT","Eppendorf",1,32.75,NA,32.75,1001,TRUE,NA,NA,"M",14.1808,52.0747,2017,0.55,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"249","AA_0375","6/11/2019","YVT","Eppendorf",1,32.3,NA,32.3,1358,TRUE,NA,NA,"M",14.1808,52.0747,2017,0.75,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"250","AA_0376","6/11/2019","YVT","Eppendorf",1,32.75,NA,32.75,1001,TRUE,NA,NA,"F",13.4864,53.1275,2017,0.9130435,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"251","AA_0377","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8975,52.2761,2017,0.28,9,0,0,NA,FALSE
"252","AA_0378","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8975,52.2761,2017,0.1578947368,9,0,0,NA,FALSE
"253","AA_0379","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8975,52.2761,2017,0.3,9,0,0,NA,FALSE
"254","AA_0380","6/11/2019","YVT","Eppendorf",1,31.42,NA,31.42,2465,TRUE,NA,NA,"F",13.4864,53.1275,2017,0.92,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"255","AA_0381","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8975,52.2761,2017,0.35,9,0,0,NA,FALSE
"256","AA_0383","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8975,52.2761,2017,0.4210526316,9,0,0,NA,FALSE
"257","AA_0384","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8975,52.2761,2017,0.24,9,0,0,NA,FALSE
"258","AA_0385","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8975,52.2761,2017,0.35,9,0,0,NA,FALSE
"259","AA_0387","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.8975,52.2761,2017,0.32,9,0,0,NA,FALSE
"260","AA_0388","6/11/2019","YVT","Eppendorf",1,35.72,NA,35.72,134,TRUE,NA,NA,"M",14.1808,52.0747,2017,0.6,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"261","AA_0390","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.8975,52.2761,2017,0.25,9,0,0,NA,FALSE
"262","AA_0392","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.1442,52.0172,2017,0.6666666667,7,4,0.571428571428571,"Guhlen 29, 15913 Schwielochsee ",TRUE
"263","AA_0393","6/11/2019","YVT","Eppendorf",1,34.92,NA,34.92,230,TRUE,NA,NA,"F",14.1442,52.0172,2017,0.8695652174,7,4,0.571428571428571,"Guhlen 29, 15913 Schwielochsee ",TRUE
"264","AA_0394","6/11/2019","YVT","Eppendorf",1,32.32,NA,32.32,1340,TRUE,NA,NA,"F",14.1808,52.0747,2017,0.64,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"265","AA_0395","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.1442,52.0172,2017,0.8695652174,7,4,0.571428571428571,"Guhlen 29, 15913 Schwielochsee ",TRUE
"266","AA_0397","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.1442,52.0172,2017,0.75,7,4,0.571428571428571,"Guhlen 29, 15913 Schwielochsee ",TRUE
"267","AA_0398","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4864,53.1275,2017,0.92,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"268","AA_0399","6/11/2019","YVT","Eppendorf",1,32.1,NA,32.1,1555,TRUE,NA,NA,"F",14.1442,52.0172,2017,0.88,7,4,0.571428571428571,"Guhlen 29, 15913 Schwielochsee ",TRUE
"269","AA_0401","6/11/2019","YVT","Eppendorf",1,32.49,NA,32.49,1194,TRUE,NA,NA,"F",14.1808,52.0747,2017,0.8695652174,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"270","AA_0402","6/11/2019","YVT","Eppendorf",1,31.95,NA,31.95,1721,TRUE,NA,NA,"F",14.1808,52.0747,2017,0.8,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"271","AA_0403","6/11/2019","YVT","Eppendorf",1,36.15,NA,36.15,100,TRUE,NA,NA,"M",14.1736,52.0892,2017,0.75,2,1,0.5,NA,FALSE
"272","AA_0404","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.1736,52.0892,2017,0.8,2,1,0.5,NA,FALSE
"273","AA_0405","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.1808,52.0747,2017,0.65,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"274","AA_0406","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.4864,53.1275,2017,0.92,9,5,0.555555555555556,"Lychener Str. 28, 17268 Templin",TRUE
"275","AA_0407","6/11/2019","YVT","Eppendorf",1,33,NA,33,845,TRUE,NA,NA,"M",14.1442,52.0172,2017,0.7,7,4,0.571428571428571,"Guhlen 29, 15913 Schwielochsee ",TRUE
"276","AA_0408","6/11/2019","YVT","Eppendorf",1,35.08,NA,35.08,206,TRUE,NA,NA,"F",14.1442,52.0172,2017,0.8,7,4,0.571428571428571,"Guhlen 29, 15913 Schwielochsee ",TRUE
"277","AA_0409","6/11/2019","YVT","Eppendorf",1,33.13,NA,33.13,774,TRUE,NA,NA,"F",14.1808,52.0747,2017,0.8,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"278","AA_0410","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.1808,52.0747,2017,0.64,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"279","AA_0413","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.1808,52.0747,2017,0.3913043478,10,7,0.7,"Sawaller Dorfstraße 34A, 15848 Tauche",TRUE
"280","AA_0422","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.3217,52.6506,2017,0.8333333333,4,0,0,NA,FALSE
"281","AA_0423","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.3217,52.6506,2017,0.85,4,0,0,NA,FALSE
"282","AA_0424","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2775,52.6867,2017,0.88,7,0,0,NA,FALSE
"283","AA_0425","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2775,52.6867,2017,0.84,7,0,0,NA,FALSE
"284","AA_0426","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.3217,52.6506,2017,0.9,4,0,0,NA,FALSE
"285","AA_0427","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.2775,52.6867,2017,0.7894736842,7,0,0,NA,FALSE
"286","AA_0428","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2775,52.6867,2017,0.8260869565,7,0,0,NA,FALSE
"287","AA_0429","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.2775,52.6867,2017,1,7,0,0,NA,FALSE
"288","AA_0430","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.2775,52.6867,2017,0.9473684211,7,0,0,NA,FALSE
"289","AA_0431","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",14.2769,52.6778,2017,0.8947368421,1,0,0,NA,FALSE
"290","AA_0432","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",13.6686,52.4936,2017,0.04347826087,6,0,0,NA,FALSE
"291","AA_0434","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6422,53.2375,2017,0.7368421,2,0,0,NA,FALSE
"292","AA_0435","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"M",13.6422,53.2375,2017,0.8421053,2,0,0,NA,FALSE
"293","AA_0436","6/11/2019","YVT","Eppendorf",1,0,NA,0,0,FALSE,NA,NA,"F",14.2606,52.0875,2017,0.7826087,9,0,0,NA,FALSE
