"","Mouse_ID","Transect","Sex","Latitude","Longitude","Year","HI","HI_NLoci","HI_Level","Code","UTM_X","UTM_Y","Dist0","Region","mtBamH","YNPAR","X332","X347","Date","Plate","Tested_by","Machine","Measurements","Ct_1_Ep","Ct_2_Ep","Ct_1_Ep_Real_Pred","Ct_2_Ep_Real_Pred","Ct_believable","Ct_Ep_Consistent","believable_Ct_value","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Ct_mean_1_ABI","Ct_mean_2_ABI","Ct_mean_3_ABI","Ct_1_ABI","Ct_2_ABI","Ct_3_ABI","Ct_4_ABI","Ct_5_ABI","Ct_6_ABI","Ct_mean_2_ABI.1","Ct_7_ABI","Ct_8_ABI","Ct_9_ABI","Ct_mean_3_ABI.1","StDev","Oocyst_Predict","Oocyst_Level","X65","Tsx","Btk","Syap1","CH4.141I14","ABP","CH17.106","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","X.68083956","X.1100571637","X.160150056","CH1.3218496","CH1.88355483","CH1.174165495","CH2.78718859","CH2.178792933","CH3.93284352","CH4.26556226","CH4.111202181","CH5.51550602","CH5.139601762","CH6.78506201","CH7.28099419","CH7.119929024","CH8.65270824","CH9.19429660","CH9.116447684","CH10.80265834","CH11.33380600","CH11.114735409","CH12.92508752","CH13.85661595","CH14.68404286","CH15.24396901","CH16.6056050","CH17.10247113","CH18.14214601","CH19.16098801","BW","L","LCd","Spleen","Sperm","Dissociated","Defect","HI_State","Location","mus_caught","Crypto_mus_caught"
"1","AA_0047","HZ_BR","M",52.4978,13.6761,2016,0.65,14,NA,"HOPPE1",410.1271812,5817.231089,-13.78376337,"DyM","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"94/100","100","100/125","100/120","90/100","80","dm","dd","dm","dm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,78,83,0.038,26.9,19.17,6.4,NA,"52.4978,13.6761",23,NA
"2","AA_0064","HZ_BR","F",52.4164,13.4642,2016,0.08,13,NA,"LIEB39",395.5507364,5808.462513,-29.27968937,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,73,88,0.048,NA,NA,NA,NA,"52.4164,13.4642",7,NA
"3","AA_0066","HZ_BR","F",52.4164,13.4642,2016,0.12,13,NA,"LIEB39",395.5507364,5808.462513,-29.27968937,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.45,87,89,0.02,NA,NA,NA,NA,"52.4164,13.4642",7,NA
"4","AA_0068","HZ_BR","F",52.4164,13.4642,2016,0.04,13,NA,"LIEB39",395.5507364,5808.462513,-29.27968937,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,83,89,0.034,NA,NA,NA,NA,"52.4164,13.4642",7,NA
"5","AA_0069","HZ_BR","M",52.4164,13.4642,2016,0,14,NA,"LIEB39",395.5507364,5808.462513,-29.27968937,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25,78,87,0.029,0,NA,NA,"pure Mmd","52.4164,13.4642",7,NA
"6","AA_0070","HZ_BR","F",52.4164,13.4642,2016,0,13,NA,"LIEB39",395.5507364,5808.462513,-29.27968937,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96,72,85,0.021,NA,NA,NA,"pure Mmd","52.4164,13.4642",7,NA
"7","AA_0080","HZ_BR","F",52.2678,13.84,2016,0,13,NA,"WOLZ24",420.8428,5791.458,-6.252268,"DyM","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51,72,80,0.042,NA,NA,NA,"pure Mmd","52.2678,13.84",8,NA
"8","AA_0088","HZ_BR","M",52.2678,13.84,2016,0.2,14,"HI < 0.25","WOLZ24",420.8428,5791.458,-6.252268,"DyM","d","m","d","d","2016","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.44,73,81,0.019,31.9,20.53,9.6,NA,"52.2678,13.84",8,NA
"9","AA_0100","HZ_BR","F",51.8625,13.4639,2016,0,12,NA,"ROSENT",394.2261089,5746.86059,-23.61220055,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82,59,66,0.008,NA,NA,NA,"pure Mmd","51.8625,13.4639",2,1
"10","AA_0116","HZ_BR","M",52.9783,13.7336,2016,0.882,12,NA,"JOACHS8",414.970718,5870.606898,9.165301188,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","d","m","m",NA,NA,NA,"100","95","125","120","90","","mm","mm","mm","mm","mm","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.56,79,70,0.036,21.5,18.48,11.1,NA,"52.9783,13.7336",13,3
"11","AA_0139","HZ_BR","M",52.4317,14.0403,2016,0.85,14,NA,"BEER10",434.7524893,5809.488028,9.69351883,"mus","d","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","m","m",NA,NA,NA,"100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,64,56,0.014,NA,NA,NA,NA,"52.4317,14.0403",1,NA
"12","AA_0140","HZ_BR","F",53.1164,13.7731,2016,0.8,13,NA,"WILL5",417.8856,5885.922,23.05524,"mus","d","","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01,84,77,0.053,NA,NA,NA,NA,"53.1164,13.7731",3,NA
"13","AA_0204","HZ_BR","M",53.2397,13.1633,2016,0.9,14,NA,"ALTTH23",377.428062,5900.50989,9.822002585,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52,74,70,0.028,7.5,13.64,15.4,NA,"53.2397,13.1633",7,NA
"14","AA_0212","HZ_MV","F",53.8444,11.4811,2017,0.957,12,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.49,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"15","AA_0213","HZ_MV","M",53.8444,11.4811,2017,0.857,7,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","","m","m",NA,NA,NA,"","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"16","AA_0214","HZ_MV","M",53.8444,11.4811,2017,0.789,13,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","","m","m",NA,NA,NA,"94/100","95","125","120","90","80","dm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"17","AA_0215","HZ_MV","F",53.8444,11.4811,2017,0.857,11,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","mm","mm",NA,NA,NA,"94","95","125","120","70/90","80","dd","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.21,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"18","AA_0216","HZ_MV","F",53.8444,11.4811,2017,0.957,12,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","","mm","mm",NA,NA,NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"19","AA_0217","HZ_MV","F",53.8444,11.4811,2017,0.957,12,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"20","AA_0218","HZ_MV","M",53.8444,11.4811,2017,0.842,13,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.79,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"21","AA_0219","HZ_MV","M",53.8444,11.4811,2017,0.944,13,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.87,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"22","AA_0220","HZ_MV","M",53.8444,11.4811,2017,0.947,13,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.28,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"23","AA_0221","HZ_MV","M",53.8444,11.4811,2017,0.8,14,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"94/100","95","125/155","120","70/90","80","dm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"24","AA_0222","HZ_MV","M",53.8444,11.4811,2017,0.85,14,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"94/100","95","125","120","70/90","80","dm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"25","AA_0223","HZ_MV","M",53.8444,11.4811,2017,0.789,13,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","","m","m",NA,NA,NA,"94","95","125","120","70","80","dd","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"26","AA_0224","HZ_MV","F",53.8444,11.4811,2017,0.857,11,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.36,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"27","AA_0225","HZ_MV","M",53.8444,11.4811,2017,0.895,13,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","m","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"28","AA_0226","HZ_MV","M",53.8444,11.4811,2017,0.95,14,NA,"DORFM",268.5225765,5971.952159,6.399637703,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.92,NA,NA,NA,NA,NA,NA,NA,"53.8444,11.4811",19,NA
"29","AA_0227","HZ_MV","M",53.9403,11.6072,2017,0.889,12,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","m","m","",NA,NA,NA,"100","95","125","120","90","80/100","mm","mm","mm","mm","mm","dm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.08,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"30","AA_0228","HZ_MV","M",53.9403,11.6072,2017,0.9,14,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"31","AA_0229","HZ_MV","M",53.9403,11.6072,2017,0.9,14,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"32","AA_0230","HZ_MV","F",53.9403,11.6072,2017,0.96,13,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","mm","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"33","AA_0231","HZ_MV","F",53.9403,11.6072,2017,0.957,12,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.54,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"34","AA_0232","HZ_MV","M",53.9403,11.6072,2017,0.947,14,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.83,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"35","AA_0233","HZ_MV","M",53.9403,11.6072,2017,0.95,14,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.26,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"36","AA_0234","HZ_MV","F",53.9403,11.6072,2017,0.952,11,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","mm","mm",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.94,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
"37","AA_0235","HZ_MV","M",53.9403,11.6072,2017,0.947,13,NA,"STEINHA",277.3253526,5982.211817,11.6383373,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.08,NA,NA,NA,NA,NA,NA,NA,"53.9403,11.6072",46,NA
