"","Mouse_ID","Transect","Sex","Latitude","Longitude","Year","HI","HI_NLoci","HI_Level","Code","UTM_X","UTM_Y","Dist0","Region","mtBamH","YNPAR","X332","X347","Date","Plate","Tested_by","Machine","Measurements","Ct_1_Ep","Ct_2_Ep","Ct_1_Ep_Real_Pred","Ct_2_Ep_Real_Pred","Ct_believable","Ct_Ep_Consistent","believable_Ct_value","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Ct_mean_1_ABI","Ct_mean_2_ABI","Ct_mean_3_ABI","Ct_1_ABI","Ct_2_ABI","Ct_3_ABI","Ct_4_ABI","Ct_5_ABI","Ct_6_ABI","Ct_mean_2_ABI.1","Ct_7_ABI","Ct_8_ABI","Ct_9_ABI","Ct_mean_3_ABI.1","StDev","Oocyst_Predict","Oocyst_Level","X65","Tsx","Btk","Syap1","CH4.141I14","ABP","CH17.106","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","X.68083956","X.1100571637","X.160150056","CH1.3218496","CH1.88355483","CH1.174165495","CH2.78718859","CH2.178792933","CH3.93284352","CH4.26556226","CH4.111202181","CH5.51550602","CH5.139601762","CH6.78506201","CH7.28099419","CH7.119929024","CH8.65270824","CH9.19429660","CH9.116447684","CH10.80265834","CH11.33380600","CH11.114735409","CH12.92508752","CH13.85661595","CH14.68404286","CH15.24396901","CH16.6056050","CH17.10247113","CH18.14214601","CH19.16098801","BW","L","LCd","Spleen","Sperm","Dissociated","Defect","HI_State","Location","mus_caught","Crypto_mus_caught"
"1166","SK3125","HZ_BR","F",52.7339,13.6664,2015,0,13,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.24,90.2,84,0.0657,NA,NA,NA,"pure Mmd","52.7339,13.6664",27,NA
"1167","SK3126","HZ_BR","M",52.7339,13.6664,2015,0,14,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.48,77.8,86.9,0.0302,15.6,24,12,"pure Mmd","52.7339,13.6664",27,NA
"1168","SK3127","HZ_BR","M",52.7339,13.6664,2015,0,14,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.49,72.8,79.1,0.0456,7.4,44.19,6.977,"pure Mmd","52.7339,13.6664",27,NA
"1169","SK3128","HZ_BR","F",52.7339,13.6664,2015,0,13,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.81,85.6,81.5,NA,NA,NA,NA,"pure Mmd","52.7339,13.6664",27,NA
"1170","SK3129","HZ_BR","F",52.7339,13.6664,2015,0.04,13,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","","dd","dm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.81,85.6,81.5,NA,NA,NA,NA,NA,"52.7339,13.6664",27,NA
"1171","SK3130","HZ_BR","M",52.7339,13.6664,2015,0.05,14,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","d","d","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.37,81.5,78.1,0.0344,23.2,22.31,13.223,NA,"52.7339,13.6664",27,NA
"1172","SK3131","HZ_BR","M",52.7339,13.6664,2015,0.05,14,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.26,77.4,86.1,0.0537,19.9,16.25,10,NA,"52.7339,13.6664",27,NA
"1173","SK3132","HZ_BR","F",52.7339,13.6664,2015,0,13,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94,66.1,75.8,0.0238,NA,NA,NA,"pure Mmd","52.7339,13.6664",27,NA
"1174","SK3133","HZ_BR","M",52.7339,13.6664,2015,0,14,NA,"DANE22",409.954492,5843.50381,-10.69188933,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84,81.4,93.2,0.0501,42.2,14.62,7.547,"pure Mmd","52.7339,13.6664",27,NA
"1175","SK3134","HZ_BR","M",52.5142,13.8517,2015,0.5,14,NA,"HENN7",422.0763362,5818.851158,-1.747643874,"DyM","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","m",NA,NA,NA,"94","95","100/125","100/120","90/100","80/100","dd","mm","dm","dm","dm","dm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.75,80.4,76.6,0.0188,45.8,15.96,4.2,NA,"52.5142,13.8517",2,NA
"1176","SK3135","HZ_BR","M",52.8092,14.0569,2015,0.85,14,NA,"SCHIFF29",436.4303175,5851.462743,16.62549312,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","70","100","mm","mm","mm","mm","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.99,78.7,75.8,0.0298,19,16.33,4.082,NA,"52.8092,14.0569",8,NA
"1177","SK3136","HZ_BR","F",52.3789,14.3106,2015,0.88,13,NA,"MADL11",453.0732201,5803.40553,27.12218849,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","mm","mm","mm",NA,NA,NA,"100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.33,86,81.2,0.0223,NA,NA,NA,NA,"52.3789,14.3106",1,NA
"1178","SK3137","HZ_BR","F",52.8092,14.0569,2015,0.88,13,NA,"SCHIFF29",436.4303175,5851.462743,16.62549312,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","mm","mm","mm",NA,NA,NA,"100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07,74,70.8,0.0541,NA,NA,NA,NA,"52.8092,14.0569",8,NA
"1179","SK3138","HZ_BR","M",53.1406,13.7586,2015,0.895,13,NA,"ORTB7",416.9618934,5888.63111,24.63065651,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","d","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,77,77.5,0.0348,32.1,13.33,4.848,NA,"53.1406,13.7586",13,NA
"1180","SK3139","HZ_BR","M",53.1406,13.7586,2015,0.9,14,NA,"ORTB7",416.9618934,5888.63111,24.63065651,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.17,80.9,78.6,0.0444,33.3,11.56,6.358,NA,"53.1406,13.7586",13,NA
"1181","SK3140","HZ_BR","F",53.1406,13.7586,2015,0.88,13,NA,"ORTB7",416.9618934,5888.63111,24.63065651,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","mm",NA,NA,NA,"100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.86,78,78,0.0459,NA,NA,NA,NA,"53.1406,13.7586",13,NA
"1182","SK3141","HZ_BR","F",53.0689,13.4286,2015,0.8,13,NA,"HAMMEL",394.7143781,5881.089358,5.051211822,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","dm",NA,NA,NA,"100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.18,79.7,77,0.047,NA,NA,NA,NA,"53.0689,13.4286",14,NA
"1183","SK3142","HZ_BR","M",53.0689,13.4286,2015,0.85,14,NA,"HAMMEL",394.7143781,5881.089358,5.051211822,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","m","m",NA,NA,NA,"100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.65,85.8,81.6,0.0261,19.2,17.95,6.8,NA,"53.0689,13.4286",14,NA
"1184","SK3143","HZ_BR","M",53.1406,13.7586,2015,0.9,14,NA,"ORTB7",416.9618934,5888.63111,24.63065651,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","m","m",NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.22,76,72,0.0302,30.7,21.09,6.122,NA,"53.1406,13.7586",13,NA
"1185","SK3144","HZ_BR","F",53.0689,13.4286,2015,0.76,13,NA,"HAMMEL",394.7143781,5881.089358,5.051211822,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","dm",NA,NA,NA,"100","95","100","120","90","80","mm","mm","dd","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.25,81.3,NA,0.0405,NA,NA,NA,NA,"53.0689,13.4286",14,NA
"1186","SK3145","HZ_BR","F",53.0689,13.4286,2015,0.857,11,NA,"HAMMEL",394.7143781,5881.089358,5.051211822,"mus","d","","","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","dm","mm","mm",NA,NA,NA,"100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.17,80.3,74,0.0365,NA,NA,NA,NA,"53.0689,13.4286",14,NA
"1187","SK3146","HZ_BR","M",52.7408,14.1611,2015,0.85,14,NA,"NEUM39",443.3650685,5843.767299,22.334745,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","m","m","m",NA,NA,NA,"100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,70.2,62.9,0.0208,5.7,25.93,25.9,NA,"52.7408,14.1611",6,NA
"1188","SK3147","HZ_BR","M",53.1406,13.7586,2015,0.9,14,NA,"ORTB7",416.9618934,5888.63111,24.63065651,"mus","d","m","m","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","d","m","m",NA,NA,NA,"100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.32,82.8,75.5,0.0676,26.2,19.38,9.302,NA,"53.1406,13.7586",13,NA
"1189","SK3148","HZ_BR","F",53.2108,13.6506,2015,0.8,13,NA,"PAPP1",409.885299,5896.570605,26.57378173,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","mm",NA,NA,NA,"100","95","155","120","100","80","mm","mm","mm","mm","dd","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.42,77.3,77.1,0.0223,NA,NA,NA,NA,"53.2108,13.6506",12,NA
"1190","SK3149","HZ_BR","F",53.2108,13.6506,2015,0.8,13,NA,"PAPP1",409.885299,5896.570605,26.57378173,"mus","d","","mm","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm","dd","mm","mm",NA,NA,NA,"100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83,62.9,63.9,0.0124,NA,NA,NA,NA,"53.2108,13.6506",12,NA
"1191","SK3150","HZ_BR","F",52.7969,13.3994,2015,0,13,NA,"ZEHL1",392.0835,5850.878,-20.43808,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94,72.4,83.1,0.0296,NA,NA,NA,"pure Mmd","52.7969,13.3994",18,NA
"1192","SK3151","HZ_BR","M",52.9156,13.4636,2015,0.1,14,NA,"LIEB38",396.6940391,5863.986856,-7.2547358,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","95/100","100","100","90/100","100","dd","dm","dd","dd","dm","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18,76.4,87.7,0.0243,48.9,11.07,11.066,NA,"52.9156,13.4636",14,NA
"1193","SK3152","HZ_BR","F",52.9008,13.1972,2015,0.32,13,NA,"NEULO9",378.7417372,5862.757209,-19.21498205,"dom","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"94/100","95","125","100/120","100","80","dm","mm","mm","dm","dd","mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48,73.7,83.3,0.0259,NA,NA,NA,NA,"52.9008,13.1972",16,NA
"1194","SK3153","HZ_BR","F",52.4978,13.6761,2015,0.08,13,NA,"HOPPE1",410.1271812,5817.231089,-13.78376337,"DyM","d","","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd",NA,NA,NA,"100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,83.5,98.4,0.0178,NA,NA,NA,NA,"52.4978,13.6761",23,NA
"1195","SK3153-1","HZ_BR","F",52.4978,13.6761,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pure Mmd","52.4978,13.6761",23,NA
"1196","SK3153-2","HZ_BR","F",52.4978,13.6761,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pure Mmd","52.4978,13.6761",23,NA
"1197","SK3153-3","HZ_BR","F",52.4978,13.6761,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pure Mmd","52.4978,13.6761",23,NA
"1198","SK3153-4","HZ_BR","F",52.4978,13.6761,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pure Mmd","52.4978,13.6761",23,NA
"1199","SK3153-5","HZ_BR","M",52.4978,13.6761,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pure Mmd","52.4978,13.6761",23,NA
"1200","SK3154","HZ_BR","M",52.9228,13.5436,2015,0.1,14,NA,"SCHORF16",402.3286083,5864.548366,-3.361974432,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,81.8,75.5,0.0437,46.4,16.73,5.837,NA,"52.9228,13.5436",5,NA
"1201","SK3155","HZ_BR","M",52.9228,13.5436,2015,0.1,14,NA,"SCHORF16",402.3286083,5864.548366,-3.361974432,"dom","d","d","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","d","d",NA,NA,NA,"94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,81.4,89.1,0.03,28.7,21.43,10,NA,"52.9228,13.5436",5,NA
