# Instrument:QuantStudio? 1 System
# Block:96-Well 0.2-mL Block
Reporter,Target,Slope,Y-Intercept,R2,Efficiency (%),Quantities,Std Dev,Std Error
"FAM,Standard Curve,-3.4107,43.0064,0.9975391910421612,96.42387395702269,""30.0, 244.0, 1953.0, 15625.0, 125000.0, 1000000.0"",0.26782591571677694,0.043739403376151745"
