# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","FAM","ROX"
"4","A4","25","95356.47","117387.64"
"4","A4","26","95368.94","117582.82"
"4","A4","27","96414.125","117491.35"
"4","A4","28","96931.27","117545.2"
"4","A4","29","97064.23","117532.516"
"4","A4","30","96824.734","117336.234"
"4","A4","31","96355.47","117151.89"
"4","A4","32","96145.84","117133.53"
"4","A4","33","96160.89","117111.6"
"4","A4","34","95711.414","117154.664"
"4","A4","35","95587.6","117053.15"
"4","A4","36","96226.766","117113.1"
"4","A4","37","96893.39","117129.77"
"4","A4","38","96638.055","117208.62"
"4","A4","39","96478.72","117272.516"
"4","A4","40","96826.24","117264.31"
"5","A5","1","73532.66","123214.97"
"5","A5","2","73779.28","123585.445"
"5","A5","3","74072.664","124225.695"
"5","A5","4","74376.32","124702.69"
"5","A5","5","75734.92","125174.02"
"5","A5","6","76174.67","125307.09"
"5","A5","7","76163.18","125322.57"
"5","A5","8","76577.35","125551.65"
"5","A5","9","76861.695","125751.96"
"5","A5","10","76658.35","125880.55"
"5","A5","11","76620.99","125903.67"
"5","A5","12","77311.766","125870.06"
"5","A5","13","77797.85","125746.055"
"5","A5","14","78410.88","125763.81"
"5","A5","15","78096.21","125610.97"
"5","A5","16","77496.96","125503.34"
"5","A5","17","77324.61","125569.08"
"5","A5","18","77693.84","125159.63"
"5","A5","19","77716.484","124966.34"
"5","A5","20","77982.89","125078.016"
"5","A5","21","77915.47","125012.23"
"5","A5","22","77866.305","124755.6"
"5","A5","23","77385.77","124467.95"
"5","A5","24","77241.945","124373.664"
"5","A5","25","77682.05","124597.66"
"5","A5","26","77459.2","124551.19"
"5","A5","27","77399.96","124329.89"
"5","A5","28","78076.47","124218.07"
"5","A5","29","77847.15","124266.23"
"5","A5","30","76826.21","123994.05"
"5","A5","31","76434.79","123849.86"
"5","A5","32","76543.99","123873.63"
"5","A5","33","77210.484","123742.766"
"5","A5","34","77287.016","123467.086"
"5","A5","35","77564.43","123315.91"
"5","A5","36","77743.195","123187.664"
"5","A5","37","77521.586","123179.17"
"5","A5","38","77358.51","123425.14"
"5","A5","39","77628.11","123370.72"
"5","A5","40","77938.13","123276.89"
"6","A6","1","63596.676","113319.44"
"6","A6","2","63672.875","113596.21"
"6","A6","3","64401.688","114075.79"
"6","A6","4","64549.47","114117.29"
"6","A6","5","64668.832","113994.875"
"6","A6","6","65361.465","113884.71"
"6","A6","7","65065.355","113889.81"
"6","A6","8","64887.324","114043.52"
"6","A6","9","64993.145","114018.555"
"6","A6","10","65027.34","113837.76"
"6","A6","11","65278.246","113803.73"
"6","A6","12","64881.047","114025.71"
"6","A6","13","64835.902","113754.98"
"6","A6","14","65443.96","113713.97"
"6","A6","15","65588.125","114147.21"
"6","A6","16","65756.43","114241.34"
"6","A6","17","64996.004","114132.29"
"6","A6","18","64857.234","114007.42"
"6","A6","19","65456.043","113841.96"
"6","A6","20","65563.875","113798.375"
"6","A6","21","65827.36","113950.87"
"6","A6","22","65962.36","113639.625"
"6","A6","23","65858.24","113584.164"
"6","A6","24","65798.32","113923.21"
"6","A6","25","65730.06","113850.03"
