Mouse_ID,qPCR_Date,Plate,Tested_by,Machine,Measurements,Ct_1_Ep,Ct_2_Ep,Ct_1_Ep_Real_Pred,Ct_2_Ep_Real_Pred,Ct_believable,Ct_Ep_Consistent,believable_Ct_value,Ct_mean,Ct_mean_Ep,Ct_mean_ABI,Ct_mean_1_ABI,Ct_mean_2_ABI,Ct_mean_3_ABI,Ct_1_ABI,Ct_2_ABI,Ct_3_ABI,Ct_4_ABI,Ct_5_ABI,Ct_6_ABI,Ct_7_ABI,Ct_8_ABI,Ct_9_ABI,StDev,Oocyst_Predict
AA_0399,2017,0,YVT,Eppendorf,1,31.7,32.5,FALSE,FALSE,FALSE,32.1,0,32.1,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,1555
AA_0401,2017,0,YVT,Eppendorf,1,31.55,33.43,FALSE,FALSE,FALSE,32.49,0,32.49,32.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1194
AA_0402,2017,0,YVT,Eppendorf,1,30.91,32.99,FALSE,FALSE,FALSE,31.95,0,31.95,31.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,1722
AA_0403,2017,0,YVT,Eppendorf,1,38.29,34.01,FALSE,FALSE,FALSE,36.15,0,36.15,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,100
AA_0404,2017,0,YVT,Eppendorf,1,33.77,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.89,0
AA_0405,2017,0,YVT,Eppendorf,1,38.23,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.12,0
AA_0406,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0407,2017,0,YVT,Eppendorf,1,33.05,32.95,FALSE,FALSE,FALSE,33,0,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,846
AA_0408,2017,0,YVT,Eppendorf,1,36.83,33.34,FALSE,FALSE,FALSE,35.08,0,35.08,35.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,207
AA_0409,2017,0,YVT,Eppendorf,1,33.91,32.35,FALSE,FALSE,FALSE,33.13,0,33.13,33.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,774
AA_0410,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0413,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0422,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0423,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0424,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0425,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0426,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0427,2017,0,YVT,Eppendorf,1,22.64,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.32,0
AA_0428,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0429,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0430,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0431,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0432,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0434,2017,0,YVT,Eppendorf,1,17.74,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87,0
AA_0435,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0436,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0437,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0438,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0439,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0440,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0441,2017,0,YVT,Eppendorf,1,39.24,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.62,0
AA_0442,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0444,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0445,2017,0,YVT,Eppendorf,1,31.89,31.12,FALSE,FALSE,FALSE,31.51,0,31.51,31.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,2319
AA_0446,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0448,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0449,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0450,2017,0,YVT,Eppendorf,1,6.78,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,0
AA_0451,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0452,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0453,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0454,2017,0,YVT,Eppendorf,1,22.44,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,0
AA_0455,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0456,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0457,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0458,2017,0,YVT,Eppendorf,1,33.97,30.6,FALSE,FALSE,FALSE,32.28,0,32.28,32.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1377
AA_0459,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0460,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0461,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0462,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0463,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0465,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0466,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0467,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0468,2017,0,YVT,Eppendorf,1,22.98,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49,0
AA_0469,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0470,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0471,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0489,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0490,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0491,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0498,2017,0,YVT,Eppendorf,1,30.2,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,0
AA_0499,2017,0,YVT,Eppendorf,1,28.79,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,0
AA_0502,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0506,2017,0,YVT,Eppendorf,1,35.37,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.69,0
AA_0511,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0512,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0513,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0514,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0515,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0517,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0518,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0519,2018,0,YVT,Eppendorf,1,34.06,33.24,FALSE,FALSE,FALSE,33.65,0,33.65,33.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,544
AA_0520,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0521,2018,0,YVT,Eppendorf,1,29.61,27.73,TRUE,TRUE,TRUE,28.67,28.67,28.67,28.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,15872
AA_0522,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0524,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0525,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0526,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0527,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0528,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0529,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0530,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0531,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0532,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0533,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0534,2018,0,YVT,Eppendorf,1,31.71,32.17,FALSE,FALSE,FALSE,31.94,0,31.94,31.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,1733
AA_0535,2018,0,YVT,Eppendorf,1,38.85,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.43,0
AA_0536,2018,0,YVT,Eppendorf,1,19.21,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61,0
AA_0537,2018,0,YVT,Eppendorf,1,32.4,32.63,FALSE,FALSE,FALSE,32.52,0,32.52,32.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1170
AA_0538,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0539,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0540,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0541,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0542,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0543,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0544,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0545,2018,0,YVT,Eppendorf,1,33.85,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.93,0
AA_0546,2018,0,YVT,Eppendorf,1,30.7,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.35,0
AA_0547,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0548,2018,0,YVT,Eppendorf,1,34.25,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.13,0
AA_0549,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0550,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0551,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0552,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0553,2018,0,YVT,Eppendorf,1,34.06,34.88,FALSE,FALSE,FALSE,34.47,0,34.47,34.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,312
AA_0554,2018,0,YVT,Eppendorf,1,30.65,30.93,TRUE,TRUE,TRUE,30.79,30.79,30.79,30.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,3777
AA_0556,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0557,2018,0,YVT,Eppendorf,1,33.83,34.25,FALSE,FALSE,FALSE,34.04,0,34.04,34.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,418
AA_0558,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0559,2018,0,YVT,Eppendorf,1,34.1,35.16,FALSE,FALSE,FALSE,34.63,0,34.63,34.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,280
AA_0560,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0561,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0562,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0564,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0565,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0566,2018,0,YVT,Eppendorf,1,36.85,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43,0
AA_0567,2018,0,YVT,Eppendorf,1,18.89,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45,0
AA_0568,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0569,2018,0,YVT,Eppendorf,1,39.43,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.72,0
AA_0571,2018,0,YVT,Eppendorf,1,30.77,31.15,FALSE,FALSE,FALSE,30.96,0,30.96,30.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,3366
AA_0572,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0573,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0574,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0575,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0576,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0577,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0578,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0578,2018,0,YVT,Eppendorf,1,29.2,29.3,TRUE,TRUE,TRUE,29.25,29.25,29.25,29.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,10716
AA_0579,2018,0,YVT,Eppendorf,1,35.47,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.74,0
AA_0580,2018,0,YVT,Eppendorf,1,34.38,34.05,FALSE,FALSE,FALSE,34.21,0,34.21,34.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,373
AA_0581,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0582,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0583,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0584,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0585,2018,0,YVT,Eppendorf,1,34.62,34.59,FALSE,FALSE,FALSE,34.6,0,34.6,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,286
AA_0586,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0587,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0588,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0589,2018,0,YVT,Eppendorf,1,32.26,32.55,FALSE,FALSE,FALSE,32.4,0,32.4,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1269
AA_0590,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0591,2018,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
