Mouse_ID,qPCR_Date,Plate,Tested_by,Machine,Measurements,Ct_1_Ep,Ct_2_Ep,Ct_1_Ep_Real_Pred,Ct_2_Ep_Real_Pred,Ct_believable,Ct_Ep_Consistent,believable_Ct_value,Ct_mean,Ct_mean_Ep,Ct_mean_ABI,Ct_mean_1_ABI,Ct_mean_2_ABI,Ct_mean_3_ABI,Ct_1_ABI,Ct_2_ABI,Ct_3_ABI,Ct_4_ABI,Ct_5_ABI,Ct_6_ABI,Ct_7_ABI,Ct_8_ABI,Ct_9_ABI,StDev,Oocyst_Predict
AA_0203,2016,0,YVT,Eppendorf,1,36.98,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.49,0
AA_0205,2016,0,YVT,Eppendorf,1,33.75,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.88,0
AA_0206,2016,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0207,2016,0,YVT,Eppendorf,1,31.82,30.67,FALSE,FALSE,FALSE,31.24,0,31.24,31.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,2785
AA_0208,2016,0,YVT,Eppendorf,1,38.05,38.74,FALSE,FALSE,FALSE,38.4,0,38.4,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,22
AA_0209,2016,0,YVT,Eppendorf,1,29.24,27.7,TRUE,TRUE,TRUE,28.47,28.47,28.47,28.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,18174
AA_0210,2016,0,YVT,Eppendorf,1,8.41,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,0
AA_0211,2017,0,YVT,Eppendorf,1,37.27,37.62,FALSE,FALSE,FALSE,37.44,0,37.44,37.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,42
AA_0237,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0238,2017,0,YVT,Eppendorf,1,37.69,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.85,0
AA_0239,2017,0,YVT,Eppendorf,1,37.24,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.62,0
AA_0240,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0241,2017,0,YVT,Eppendorf,1,37.76,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.88,0
AA_0243,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0244,2017,0,YVT,Eppendorf,1,38.3,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.15,0
AA_0246,2017,0,YVT,Eppendorf,1,8.69,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,0
AA_0247,2017,0,YVT,Eppendorf,1,5.99,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
AA_0248,2017,0,YVT,Eppendorf,1,30.46,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23,0
AA_0249,2017,0,YVT,Eppendorf,1,36.74,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.37,0
AA_0250,2017,0,YVT,Eppendorf,1,30.28,31.31,TRUE,TRUE,TRUE,30.79,30.79,30.79,30.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,3777
AA_0251,2017,0,YVT,Eppendorf,1,37.53,36.45,FALSE,FALSE,FALSE,36.99,0,36.99,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,57
AA_0252,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0255,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0256,2017,0,YVT,Eppendorf,1,30.48,30.08,TRUE,TRUE,TRUE,30.28,30.28,30.28,30.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,5335
AA_0257,2017,0,YVT,Eppendorf,1,36.03,38.29,FALSE,FALSE,FALSE,37.16,0,37.16,37.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,51
AA_0258,2017,0,YVT,Eppendorf,1,34.47,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.24,0
AA_0259,2017,0,YVT,Eppendorf,1,37.08,36.1,FALSE,FALSE,FALSE,36.59,0,36.59,36.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,74
AA_0260,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0261,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0263,2017,0,YVT,Eppendorf,1,35.8,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,0
AA_0264,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0265,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0266,2017,0,YVT,Eppendorf,1,32.85,32.77,FALSE,FALSE,FALSE,32.81,0,32.81,32.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,962
AA_0268,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0269,2017,0,YVT,Eppendorf,1,31.84,32.23,FALSE,FALSE,FALSE,32.03,0,32.03,32.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1631
AA_0270,2017,0,YVT,Eppendorf,1,39.24,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.62,0
AA_0271,2017,0,YVT,Eppendorf,1,35.55,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,0
AA_0272,2017,0,YVT,Eppendorf,1,35.87,33.29,FALSE,FALSE,FALSE,34.58,0,34.58,34.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,290
AA_0273,2017,0,YVT,Eppendorf,1,34.8,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,0
AA_0274,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0275,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0276,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0277,2017,0,YVT,Eppendorf,1,38,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0
AA_0278,2017,0,YVT,Eppendorf,1,37.88,28.21,FALSE,FALSE,FALSE,33.04,0,33.04,33.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,823
AA_0279,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0280,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0281,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0282,2017,0,YVT,Eppendorf,1,29.71,27.9,TRUE,TRUE,TRUE,28.8,28.8,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,14534
AA_0284,2017,0,YVT,Eppendorf,1,34.9,37.11,FALSE,FALSE,FALSE,36.01,0,36.01,36.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,110
AA_0285,2017,0,YVT,Eppendorf,1,32.33,35.16,FALSE,FALSE,FALSE,33.74,0,33.74,33.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,512
AA_0286,2017,0,YVT,Eppendorf,1,28.94,29.96,TRUE,TRUE,TRUE,29.45,29.45,29.45,29.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,9359
AA_0288,2017,0,YVT,Eppendorf,1,36.98,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.49,0
AA_0289,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0290,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0291,2017,0,YVT,Eppendorf,1,31.28,30.75,FALSE,FALSE,FALSE,31.01,0,31.01,31.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,3254
AA_0291,2017,0,YVT,Eppendorf,1,38.86,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.43,0
AA_0292,2017,0,YVT,Eppendorf,1,35.35,34.45,FALSE,FALSE,FALSE,34.9,0,34.9,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,234
AA_0295,2017,0,YVT,Eppendorf,1,37.48,15.35,FALSE,FALSE,FALSE,26.41,0,26.41,26.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03,73337
AA_0296,2017,0,YVT,Eppendorf,1,35.44,32.84,FALSE,FALSE,FALSE,34.14,0,34.14,34.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,391
AA_0297,2017,0,YVT,Eppendorf,1,12.05,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03,0
AA_0298,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0299,2017,0,YVT,Eppendorf,1,19.71,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86,0
AA_0300,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0301,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0303,2017,0,YVT,Eppendorf,1,6.9,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,0
AA_0304,2017,0,YVT,Eppendorf,1,7.97,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,0
AA_0305,2017,0,YVT,Eppendorf,1,7.96,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,0
AA_0306,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0307,2017,0,YVT,Eppendorf,1,8.94,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,0
AA_0308,2017,0,YVT,Eppendorf,1,36.37,35.94,FALSE,FALSE,FALSE,36.15,0,36.15,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,100
AA_0309,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0310,2017,0,YVT,Eppendorf,1,30.54,30.43,TRUE,TRUE,TRUE,30.49,30.49,30.49,30.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,4628
AA_0311,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0312,2017,0,YVT,Eppendorf,1,36.68,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.34,0
AA_0313,2017,0,YVT,Eppendorf,1,36.92,38.31,FALSE,FALSE,FALSE,37.62,0,37.62,37.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,37
AA_0314,2017,0,YVT,Eppendorf,1,7.48,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,0
AA_0315,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0316,2017,0,YVT,Eppendorf,1,30.06,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.03,0
AA_0317,2017,0,YVT,Eppendorf,1,36.79,34.76,FALSE,FALSE,FALSE,35.78,0,35.78,35.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,129
AA_0318,2017,0,YVT,Eppendorf,1,32.22,30.39,FALSE,FALSE,FALSE,31.31,0,31.31,31.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2656
AA_0319,2017,0,YVT,Eppendorf,1,9.13,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,0
AA_0322,2017,0,YVT,Eppendorf,1,7.5,37.68,FALSE,TRUE,TRUE,22.59,22.59,22.59,22.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32,974580
AA_0323,2017,0,YVT,Eppendorf,1,6.53,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,0
AA_0324,2017,0,YVT,Eppendorf,1,6.19,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,0
AA_0326,2017,0,YVT,Eppendorf,1,31.84,30.76,FALSE,FALSE,FALSE,31.3,0,31.3,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,2674
AA_0327,2017,0,YVT,Eppendorf,1,36.63,36.73,FALSE,FALSE,FALSE,36.68,0,36.68,36.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,70
AA_0328,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0333,2017,0,YVT,Eppendorf,1,31.44,29.97,FALSE,FALSE,FALSE,30.71,0,30.71,30.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,3987
AA_0337,2017,0,YVT,Eppendorf,1,29.34,28.29,TRUE,TRUE,TRUE,28.82,28.82,28.82,28.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,14339
AA_0338,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0339,2017,0,YVT,Eppendorf,1,9.14,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,0
AA_0340,2017,0,YVT,Eppendorf,1,35.71,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.86,0
AA_0342,2017,0,YVT,Eppendorf,1,11.87,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,0
AA_0343,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0344,2017,0,YVT,Eppendorf,1,37.2,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,0
AA_0345,2017,0,YVT,Eppendorf,1,34.37,32.61,FALSE,FALSE,FALSE,33.49,0,33.49,33.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,607
AA_0346,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0347,2017,0,YVT,Eppendorf,1,32.04,30.24,FALSE,FALSE,FALSE,31.14,0,31.14,31.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,2980
AA_0348,2017,0,YVT,Eppendorf,1,36.6,33.73,FALSE,FALSE,FALSE,35.16,0,35.16,35.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,196
AA_0350,2017,0,YVT,Eppendorf,1,38.33,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.17,0
AA_0352,2017,0,YVT,Eppendorf,1,29.81,30.55,TRUE,TRUE,TRUE,30.18,30.18,30.18,30.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,5709
AA_0353,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0354,2017,0,YVT,Eppendorf,1,37.41,37.22,FALSE,FALSE,FALSE,37.31,0,37.31,37.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,46
AA_0355,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0356,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0357,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0358,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0359,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0360,2017,0,YVT,Eppendorf,1,33.07,32.92,FALSE,FALSE,FALSE,32.99,0,32.99,32.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,851
AA_0365,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0366,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0367,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0368,2017,0,YVT,Eppendorf,1,35.6,0,TRUE,TRUE,TRUE,35.73,35.73,35.73,35.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.84,133
AA_0369,2017,0,YVT,Eppendorf,1,30.42,29.04,TRUE,TRUE,TRUE,29.73,29.73,29.73,29.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,7742
AA_0370,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0371,2017,0,YVT,Eppendorf,1,33.18,31.57,FALSE,FALSE,FALSE,32.37,0,32.37,32.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,1295
AA_0372,2017,0,YVT,Eppendorf,1,33.7,32.45,FALSE,FALSE,FALSE,33.07,0,33.07,33.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,806
AA_0374,2017,0,YVT,Eppendorf,1,32.48,33.02,FALSE,FALSE,FALSE,32.75,0,32.75,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1002
AA_0375,2017,0,YVT,Eppendorf,1,33.46,31.15,FALSE,FALSE,FALSE,32.3,0,32.3,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,1358
AA_0376,2017,0,YVT,Eppendorf,1,33.34,32.16,FALSE,FALSE,FALSE,32.75,0,32.75,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,1002
AA_0377,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0378,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0379,2017,0,YVT,Eppendorf,1,23.03,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52,0
AA_0380,2017,0,YVT,Eppendorf,1,32.74,30.09,FALSE,FALSE,FALSE,31.42,0,31.42,31.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,2465
AA_0381,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0383,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0384,2017,0,YVT,Eppendorf,1,23.86,0,FALSE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.93,0
AA_0385,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0387,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0388,2017,0,YVT,Eppendorf,1,35.55,35.89,FALSE,FALSE,FALSE,35.72,0,35.72,35.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,134
AA_0390,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0392,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0393,2017,0,YVT,Eppendorf,1,34.97,34.87,FALSE,FALSE,FALSE,34.92,0,34.92,34.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,230
AA_0394,2017,0,YVT,Eppendorf,1,32,32.64,FALSE,FALSE,FALSE,32.32,0,32.32,32.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,1340
AA_0395,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0397,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
AA_0398,2017,0,YVT,Eppendorf,1,0,0,TRUE,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
