#Instrument:QuantStudio™ 1 System
#Block:96-Well 0.2-mL Block
Reporter,Target,Slope,Y-Intercept,R2,Efficiency (%),Quantities,Std Dev,Std Error
FAM,Standard Curve,-3.345,42.4147,0.9911,99.04609519062116,"30.0, 244.0, 1953.0, 15625.0, 125000.0, 1000000.0",0.2484,0.08140157331277172
