#Instrument:QuantStudio™ 1 System,,,,,,,,
#Block:96-Well 0.2-mL Block,,,,,,,,
Reporter,Target,Slope,Y-Intercept,R2,Efficiency (%),Quantities,Std Dev,Std Error
FAM,Standard Curve,"-3.3446,42.4127","-3.3446,42.4127",0.991202021317103,"99.06216273439354,","""30.0, 244.0, 1953.0, 15625.0, 125000.0, 250000.0, 1000000.0""",0.4981838861,0.08135981124
