# Instrument:QuantStudio? 1 System;;;;;;;;
# Block:96-Well 0.2-mL Block;;;;;;;;
Reporter;Target;Slope;Y-Intercept;R2;Efficiency (%);Quantities;Std Dev;Std Error
FAM;Standard Curve;-33.446;424.127;0.9912020213171033;9.906.216.273.439.350;30.0, 244.0, 1953.0, 15625.0, 125000.0, 1000000.0;0.49818388606982955;0.08135981124153108
