# File Name: 2_AA_0883-0914.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-12 04:33:06 PM UTC
# Run End Date/Time: 2021-10-12 05:33:44 PM UTC
# Run Duration: 60 minutes 37 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-12 04:41:02 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-12 09:46:00 PM UTC
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Quantity Mean","Quantity SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Y-Intercept","R2","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"29","C5","AA_0893","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"30","C6","AA_0893","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"31","C7","AA_0901","","Unknown","FAM","UNKNOWN","FAM","None","Amp","29.1443381429902","29.69420289030568","0.9756477439926576","0.4765345576039638","","","true","0.0625138037451984","true","3","26","","","","","","","","","","","false"
"32","C8","AA_0901","","Unknown","FAM","UNKNOWN","FAM","None","Amp","29.95119775200323","29.69420289030568","0.9641391205492543","0.4765345576039638","","","true","0.0625138037451984","true","3","27","","","","","","","","","","","false"
"33","C9","AA_0901","","Unknown","FAM","UNKNOWN","FAM","None","Amp","29.987072775923615","29.69420289030568","0.9740130375988393","0.4765345576039638","","","true","0.0625138037451984","true","3","25","","","","","","","","","","","false"
"34","C10","AA_0909","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"35","C11","AA_0909","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"36","C12","AA_0909","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"37","D1","AA_0886","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"38","D2","AA_0886","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"39","D3","AA_0886","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"40","D4","AA_0894","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"41","D5","AA_0894","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"42","D6","AA_0894","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"43","D7","AA_0902","","Unknown","FAM","UNKNOWN","FAM","None","Amp","32.44848011081744","32.47052870778942","0.9855375980333214","0.04669180508767471","","","true","0.0625138037451984","true","3","29","","","","","","","","","","","false"
"44","D8","AA_0902","","Unknown","FAM","UNKNOWN","FAM","None","Amp","32.43894409651412","32.47052870778942","0.9739274544329656","0.04669180508767471","","","true","0.0625138037451984","true","3","28","","","","","","","","","","","false"
"45","D9","AA_0902","","Unknown","FAM","UNKNOWN","FAM","None","Amp","32.52416191603669","32.47052870778942","0.9692621754739775","0.04669180508767471","","","true","0.0625138037451984","true","3","27","","","","","","","","","","","false"
"46","D10","AA_0910","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"47","D11","AA_0910","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"48","D12","AA_0910","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"49","E1","AA_0887","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","37.11772509052954","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"50","E2","AA_0887","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","37.11772509052954","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"51","E3","AA_0887","","Unknown","FAM","UNKNOWN","FAM","None","Amp","37.11772509052954","37.11772509052954","0.7361165042782634","","","","true","0.0625138037451984","true","3","34","","","","","","","","","","","false"
"52","E4","AA_0895","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"53","E5","AA_0895","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"54","E6","AA_0895","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"55","E7","AA_0903","","Unknown","FAM","UNKNOWN","FAM","None","Amp","33.25801275645347","33.564996234461724","0.9616273804332995","0.5552508922898447","","","true","0.0625138037451984","true","3","30","","","","","","","","","","","false"
"56","E8","AA_0903","","Unknown","FAM","UNKNOWN","FAM","None","Amp","34.20595531756332","33.564996234461724","0.9715879085196661","0.5552508922898447","","","true","0.0625138037451984","true","3","29","","","","","","","","","","","false"
"57","E9","AA_0903","","Unknown","FAM","UNKNOWN","FAM","None","Amp","33.23102062936839","33.564996234461724","0.9848386159839914","0.5552508922898447","","","true","0.0625138037451984","true","3","30","","","","","","","","","","","false"
"58","E10","AA_0911","","Unknown","FAM","UNKNOWN","FAM","None","Amp","33.65831247394159","33.922540638009146","0.9279039644277474","0.2938386320455438","","","true","0.0625138037451984","true","3","30","","","","","","","","","","","false"
