# File Name: Plate_6.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-06-01 09:31:37 AM UTC
# Run End Date/Time: 2021-06-01 10:38:58 AM UTC
# Run Duration: 67 minutes 21 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-06-01 10:39:54 AM UTC
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported By: guest
# Exported On: 2021-06-01 10:42:33 AM UTC
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End"
"61","F1","false","3x10_1 tyz","Standard Curve","STANDARD","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.04596446514135212","true","3","39"
"62","F2","false","3x10_1 tyz","Standard Curve","STANDARD","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.04596446514135212","true","3","39"
"63","F3","false","3x10_1 tyz","Standard Curve","STANDARD","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.04596446514135212","true","3","39"
"64","F4","false","AA_0754 II R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"65","F5","false","AA_0754 II R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"66","F6","false","AA_0754 II R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"67","F7","false","AA_0820 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"68","F8","false","AA_0820 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"69","F9","false","AA_0820 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"70","F10","false","AA_0737 R","Unknown","UNKNOWN","FAM","None","No Amp","0.5205299308912797","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"71","F11","false","AA_0737 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"72","F12","false","AA_0737 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"73","G1","false","8 tyz","Standard Curve","STANDARD","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.04596446514135212","true","3","39"
"74","G2","false","8 tyz","Standard Curve","STANDARD","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.04596446514135212","true","3","39"
"75","G3","false","8 tyz","Standard Curve","STANDARD","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.04596446514135212","true","3","39"
"76","G4","false","AA_0758 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"77","G5","false","AA_0758 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"78","G6","false","AA_0758 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"79","G7","false","AA_0823 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"80","G8","false","AA_0823 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"81","G9","false","AA_0823 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"82","G10","false","AA_0726 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"83","G11","false","AA_0726 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"84","G12","false","AA_0726 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"85","H1","false","NTC","NTC","NTC","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.2","true","3","39"
"86","H2","false","NTC","NTC","NTC","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.2","true","3","39"
"87","H3","false","NTC","NTC","NTC","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.2","true","3","39"
"88","H4","false","AA_0762 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"89","H5","false","AA_0762 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"90","H6","false","AA_0762 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"91","H7","false","AA_0827 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"92","H8","false","AA_0827 R","Unknown","UNKNOWN","FAM","None","Amp","1.132080428819365","","","35.90029083063692","0.9353282836473424","35.90029083063692","","true","0.09264752831052908","true","3","30"
"93","H9","false","AA_0827 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"94","H10","false","AA_683 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"95","H11","false","AA_683 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
"96","H12","false","AA_683 R","Unknown","UNKNOWN","FAM","None","No Amp","0.0","","","Undetermined","0.0","","","true","0.09264752831052908","true","3","39"
